참가수,공고번호,공고차수,판단번호,항목번호,입찰명,업무구분,발주기관코드,발주기관,개찰일시,낙찰자(업체코드),낙찰자(상호),낙찰자(영문상호),낙찰자(대표자),낙찰자(연락처),낙찰자(주소),낙찰률,낙찰금액
438,SFC0130,1,33190,***,와이어링 제본기 등 10품목 구매,물품,SFC,제9691부대,202008061030,JCE2E,세명종합공구,,이정자,0555520631,경상남도 창원시 진해구 용원동로294 (용원동),88,14092200
1932,SFC0132,1,33199,***,UPS밧데리 등 174품목 구매,물품,SFC,제9691부대,202008061030,I68FF,정필상사,Jeong Pil Sang Sa,서준영,01034781819,"인천광역시 미추홀구 낙섬동로135-0 (용현동, 엘에이치미추홀퍼스트) 201동 102호",88,25254254
3066,SFC0133,1,33204,***,테이프 양면 서류봉투 A4 등 243품목 구매,물품,SFC,제9691부대,202008061030,IEB73,신신교역,,신미애,010-7271-1389,경상남도 창원시 진해구 충장로245번길13-0 (경화동) 102호,88,28359900
4,LDA0027,1,33090,***,00부대 본청 공조기 보수 설치납품,물품,LDA,지상작전사령부,202008061030,FBD36,주식회사 일원산업,ILWON IDS,김민수,0318978541,경기도 용인시 수지구 신봉1로377 (신봉동),88.153,16177630
7,EHF0086,3,0480P,***,"증폭기, 무선주파수용(정비)",물품,EHF,미래전력사업전력운영계약팀,202008051600,G7CAA,주식회사 포윈,FOWIN,박희석,0314697744,"경기도 군포시 고산로148번길17, B동 2층 213호(당정동, 군포IT밸리)",88.154,98500000
685,MCM0012,1,32002,***,UPS 배터리 교체,물품,MCM,4284부대,202008051600,J9B87,씨엔케이,,최남규,07047723010,"경기도 남양주시 다산순환로166, 다산신화타워 701호 (다산동)",88,15417700
5,MCM0011,1,32143,***,00부대 통합서버실 보수공사 건축감리 용역,물품,MCM,4284부대,202008051600,J1BDF,용옥 건축사 사무소,,조승빈,028248446,"서울특별시 관악구 보라매로6길40-0 , 2층(봉천동)",88.179,3052290
8,MDG0198,1,32337,***,20년 의무장비(기공용 작업대 등 3품목) 구매,물품,MDG,국군의무사령부,202008051600,JD65A,지에스이,,최해욱,032-675-8001,경기도 부천시 삼작로175 (내동),96.599,16500000
5,MDG0196,1,32326,***,20년 의무장비(고속연마기 등 3품목) 구매,물품,MDG,국군의무사령부,202008051600,D2D23,시대종합전기(주),SIDAE TOTAL ELECTRIC,노운규,025030782,경기도 과천시 별양상가1로18-0 (별양동)  803호,88.091,12324501
11,LDF0007,1,32564,***,20년 TICN 실내교장 구축(테이블 등 4종 제조구매),물품,LDF,육군정보통신학교,202008051600,JAD91,포스트원 유한회사,,김태원,0624548899,광주광역시 광산구 원두로54-0 (월전동) 다동 포스트원,88.135,21399380
69,HCF0139,1,32067,***,진유솔 등 90종,물품,HCF,공군군수사령부,202008051530,HA989,삼보,SAM BO,한영수,010-8838-3533,"대구광역시 북구 연경중앙로55, 101동 302호(연경동, 대구연경 연경숲)",88.015,25727620
1726,SCF0462,1,32507,***,레이저수평기 등 35종 구매,물품,SCF,해군군수사령부,202008051530,JA9B1,이안상사,,이혜정,070-8740-0470,부산광역시 해운대구 센텀중앙로145 (재송동) 105동 701호,88,17970210
107,MCN0063,1,33117,***,수목 이식 및 식재 용역,용역,MCN,국방부근무지원단,202008051530,BED77,(주)진우조경,jin woo landscape,이긴구,024300118,"서울특별시 송파구 마천로 70-9, 태승빌딩 203호(오금동)",88.034,14879290
117,SCF0214,2,31991,***,광전자식 방호장치 등 15종,물품,SCF,해군군수사령부,202008051530,HB4C2,주식회사 성우,"SUNGWOO CO., LTD.",김은화,0519873828,부산광역시 강서구 신호산단3로88번길68 (신호동),96.852,5933970
114,SCF0226,1,33115,***,조수기 세척탱크 500MD 1종,물품,SCF,해군군수사령부,202008051530,GF65E,미래상사,miraeshangsa,김성길,051-310-0707,"부산광역시 사상구 낙동대로910, C동 253호(감전동, 마트월드)",93.686,6308500
272,LNT0047,1,33100,***,전관방송앰프 360W 구매설치,물품,LNT,제28보병사단,202008051530,JCDD7,토마토,,이지원,0322558625,경기도 부천시 성주로86-4  102-701,88.007,26864000
1011,SDQ0058,1,33105,***,20-55-체인잭 조립체 등 2종 구매,물품,SDQ,해군제2수리창,202008051530,GA94F,성화종합상사,sunghwa,이애숙,0518054447,"경상남도 창원시 성산구 신촌로95-0 (신촌동, 동성임대아파트) 102-507",88,48340500
22,SCH0118,1,33096,***,도서(김미경의 리부트) 등 33종,물품,SCH,해군작전사령부,202008051530,C79FC,경화서점,kyoung hwa,이석만,0555450700,경상남도 창원시 진해구 충장로1-0 (도천동사서함602-13호-10),90.061,1499500
12,LPM0029,1,32700,***,여성필수시설 컨테이너 제조 설치납품,물품,LPM,제9보병사단사령부,202008051530,G298C,쉘유니트 주식회사,,박응래,0416332055,충청남도 홍성군 서부면 서부로712,88.131,20735000
85,SDF0089,1,33055,***,코팅용지 등 304종 구매,물품,SDF,제5738부대,202008051530,I7559,주식회사도영디와이,doyoungdy,김미영,01062566970,경상남도 창원시 성산구 대암로32-7 (남양동),88.011,6792220
101,SCH0117,1,33087,***,도서(잠수정의 세계) 등 262종,물품,SCH,해군작전사령부,202008051530,JDA57,소원테크,,김보영,07048374571,"경상북도 영천시 운동장로14, 2층 비07호(교촌동)",90.004,5199500
269,SFD0078,1,33029,***,침투저지봉 구매,물품,SFD,제9227부대,202008051530,F7D6E,주식회사 다원산업,DAWON TS,황보정희,0542810026,경상북도 포항시 북구 삼호로8번길12 (덕산동) 다원빌 1층,88.003,20525479
215,UMM0459,1,32648,***,20-해병대 근거리전산망 교체(리스물건)(208138-A),물품,UMM,국군재정관리단,202008051530,G5D53,천연테크놀러지,chunyeontechnology,이미자,07049404135,"전라남도 나주시 동수농공단지길109, 1층(운곡동)",83.004,287695305
48,UMM0421,1,30888,***,(207154-H) 정보체계 이중화 구축사업(리스물건),물품,UMM,국군재정관리단,202008051530,G5D53,천연테크놀러지,chunyeontechnology,이미자,07049404135,"전라남도 나주시 동수농공단지길109, 1층(운곡동)",83.003,279017145
19,UMM0460,1,11141,***,공군 비디오스코프 키트 구매(209073-F),물품,UMM,국군재정관리단,202008051530,C1064,올림푸스한국(주),"OLYMPUS KOREA CO., LTD",타마이 타케시,0015443200,"서울특별시 서초구 서초대로38길12, 3층(서초동, 마제스타시티타워 원)",83.313,1815000000
162,SCN0122,1,33093,***,의료기재(엑스트라 씬 등 123종),물품,SCN,제7001부대,202008051530,JB06C,제이큐브,,주정례,010-7707-6470,경기도 부천시 양지로92번길15 (범박동),87.998,92657540
4,SCN0121,1,33083,***,의약품(페닐에프린주사 등 146종),물품,SCN,제7001부대,202008051530,D5F9A,티엠이바이오 주식회사,TaeMyung Medical Corp.,권기문,02-2619-8861,"경기도 광명시 광명로371-0, 2층(노온사동)",88.602,109976791
7,SCK0091,1,33124,***,기군단 공기청정기 필터 172개 구매,물품,SCK,해군교육사령부,202008051530,D186C,주식회사 부일필터,"BOOIL FILTER CO.,LTD",정현주,0518513025,부산광역시 금정구 금사로 165(회동동),88.256,19070260
6,SCK0090,1,33123,***,정통교 공기청정기 필터 2종 구매,물품,SCK,해군교육사령부,202008051530,JBEA4,리더산업필터,,황순희,0549722484,경상북도 칠곡군 지천면 금호로172-11,88.201,1881610
6,SCK0089,1,33122,***,기행교 공기청정기 필터 2종 구매,물품,SCK,해군교육사령부,202008051530,JBEA4,리더산업필터,,황순희,0549722484,경상북도 칠곡군 지천면 금호로172-11,88.244,5400650
6,SCK0088,1,33121,***,근지대 공기청정기 필터 2종 구매,물품,SCK,해군교육사령부,202008051530,D186C,주식회사 부일필터,"BOOIL FILTER CO.,LTD",정현주,0518513025,부산광역시 금정구 금사로 165(회동동),88.138,7494300
9,SCF0463,1,31195,***,"어댑터, 전지단자용 등 7종 구매",물품,SCF,해군군수사령부,202008051530,HC427,제일테크,JEILTECH,김문길,0512656997,부산광역시 사하구 다대로613-0 (다대동) 자유마트 220호,93.392,6435000
25,MCN0059,1,32663,***,단체 티셔츠 제조 납품,물품,MCN,국방부근무지원단,202008051530,I5334,주식회사 비에이치아이,B.H.I,강전호,01099846968,경기도 동두천시 동두천로97-0 (지행동) 두드림패션센터 905호 906호,92.942,11899000
4,LQH0018,1,21759,***,예비군총기 진공포장지 구매,물품,LQH,제3697부대,202008051530,2107F,대화수지공업 주식회사,DAEHWASOOJI,김수정,0319845853,경기도 김포시 대곶면 대곶서로 204(),89.054,52248430
183,LPM0028,1,32690,***,영내 감시장비 CCTV 제조(구매) 설치납품,물품,LPM,제9보병사단사령부,202008051530,I3D5F,(주)에스엠메이커스,,이미현,16701277,"경기도 부천시 평천로655, 401동 1405호(약대동,부천테크노파크4단지)",87.998,60088181
194,LDG0053,1,32777,***,탄약 정비자재(국방색스프레이 등 41개 품목) 구매,물품,LDG,육군 탄약지원사령부,202008051530,I1F31,주식회사 힌네엘엘예슈아티,Hine el yeshuati,한만웅,07089449185,"경기도 화성시 동탄첨단산업1로58, 920호 (영천동, 퍼스트코리아)",87.995,81599934
99,LMB0002,1,33028,***,자주포 영상장치 구매,물품,LMB,제8278부대,202008051500,GC97C,한창CM,Hanchang CM,이아람,031-212-7723,경기도 수원시 영통구 이의동대학1로8번길 12,88.021,29052240
2,UMM0446,1,31726,***,공군 기상 주전산기 교체사업(리스물건),물품,UMM,국군재정관리단,202008051400,A7387,(주)디에스티인터내셔날,DSTI International,김형태,025541828,"서울특별시 금천구 가산디지털1로149 12층 1201호~1205호(가산동, 신한이노플렉스)",94.063,3899806200
3,EHF0151,1,4600A,***,20년 천궁 다기능레이더 부품(구매)(A),물품,EHF,미래전력사업전력운영계약팀,202008041630,1003F,연합정밀(주),"YEONHAB PRECISION CO.,LTD",김은주,0415665992,충청남도 천안시 동남구 목천읍 학수소사길219-27,83.472,358350000
116,LCM0031,2,32116,***,'20년 군견사료 구매,물품,LCM,육군교육사령부,202008041300,J0B9A,하늘테크,,박희식,01047890953,"경기도 수원시 영통구 봉영로1620 (영통동, 대우 월드마크 영통) 102동 406호",88.001,84990860
28,MFL0017,1,33099,***,20년 후반기 00 전산장비 단기임차,용역,MFL,합동참모본부,202008041300,J87D7,주식회사 와이엠컴,,신정아,024010733,"서울특별시 강동구 성안로13길21-0, 5층(성내동)",88.088,13883837
116,LCM0031,1,32116,***,'20년 군견사료 구매,물품,LCM,육군교육사령부,202008041300,J0B9A,하늘테크,,박희식,01047890953,"경기도 수원시 영통구 봉영로1620 (영통동, 대우 월드마크 영통) 102동 406호",88.001,84990860
14,EBB0414,1,8220E,***,장갑차 현수장치 부품(구매),물품,EBB,지상공통전력운영계약팀,202008041100,2346F,건웅테크 주식회사,"Keon Woong tech co,.ltd",박영혜,0513053300,부산광역시 강서구 가리새2로58-0 (범방동),85.157,501400000
139,SFL0090,1,32927,***,가스자동렌지3구 등 10종 구매 납품,물품,SFL,제3283부대,202008041100,J42CD,예인공조시스템,,추상엽,054-473-6107,"경상북도 구미시 장천면 강동로239, 504-9",88.004,30818840
3,MDG0193,1,32476,***,2020년 재생토너 2차 구매,물품,MDG,국군의무사령부,202008041100,G8B31,빛나눔보호작업장,EVERGREEN CO AGG,홍영호,023097480,서울특별시 은평구 수색로390-29 (수색동),89.411,21999083
2,UMM0413,1,32310,***,(20F151-A)00부대 PC 및 모니터 도입사업 금융 리스,물품,UMM,국군재정관리단,202008041100,B179B,롯데캐피탈(주),LOTTE CAPITAL,추광식,0234510099,"서울특별시 강남구 테헤란로 142(역삼동, ARC PLACE) 7층",94.41,2842822230
4,UMM0439,2,27553,***,가족비동반 병사숙소 가구(테이블) 구매설치,물품,UMM,국군재정관리단,202008041100,B7151,주식회사 오피스안건사,"Office Angunsa Co., Ltd.",정용주,0226337764,"서울특별시 강서구 개화동로7길4-3, 1층 (개화동, 대신빌딩)",88.459,36487000
5,SCR0051,2,31723,***,20-목 다목적체육관 출입통제시스템 구매설치,물품,SCR,해군제3함대사령부,202008041100,DF403,세종하이텍주식회사,SeJongHiTech.co.Ltd,윤국진,0612763200,전라남도 목포시 대양산단로149번길4(대양동),88.029,45136678
3,MDG0193,2,32476,***,2020년 재생토너 2차 구매,물품,MDG,국군의무사령부,202008041100,G8B31,빛나눔보호작업장,EVERGREEN CO AGG,홍영호,023097480,서울특별시 은평구 수색로390-29 (수색동),89.411,21999083
4,MDG0195,1,32353,***,20년 의무장비(치과기공용 CAD/CAM 시스템) 구매,물품,MDG,국군의무사령부,202008041100,F5E1A,주식회사 아름덴티스트리,"DOOWONID CO.,Ltd",이정현,0429353644,대전광역시 유성구 국제과학11로23-0 (둔곡동),83.444,236299450
6,MDG0194,1,32351,***,20년 의무장비(구강 스캐너) 구매,물품,MDG,국군의무사령부,202008041100,G9834,주식회사 나유,Nayu,장연수,0315028741,"경기도 안산시 상록구 중보로55, 302-1호(이동, 삼성프라자)",95.397,108575000
55,LKD0015,2,31947,***,육-20년 야간투시경 등 8개 품목 구매,물품,LKD,제32보병사단,202008041100,JFB21,지그로,,송지헌,010-8652-7040,"대전광역시 서구 복수동로21-19 (복수동, 초록마을1단지)",88.003,45069086
279,LCG0077,1,32263,***,성폭력 예방활동 홍보물품 구매,물품,LCG,육군본부,202008041100,I8FC8,웰스,wells,천훈아,0317121265,"경기도 성남시 분당구 불정로219-0 (정자동, 한솔마을) 청구상가  비108호",88.005,34372980
2,LCG0072,2,31284,***,싸이카 하계 장화 제조,물품,LCG,육군본부,202008041100,IFD82,주식회사 슈러스,,유경근,0546311313,경상북도 영주시 장수면 장수로220번길33. A동 101호,99.699,21276000
3,LCF0470,1,32643,***,20~21년 간부피복 택배용역,용역,LCF,육군군수사령부,202008041100,I1595,주식회사 진티엘에스,"JINTLS Co.,LTD",이환창,031-8027-2101,경기도 하남시 덕풍동로111-0 (덕풍동) 606-607,88.526,401762625
31,HDP0060,1,32605,***,00부대 체육시설 개선공사 인조잔디 제조 설치,물품,HDP,공군제19전투비행단,202008041100,HD462,휴그린테크 주식회사,HUGREENTECH,권영진,070-8821-4775,"경기도 남양주시 와부읍 수레로116번길16, 아이비타워 205호",88.232,98372000
4,HDF0047,1,32497,***,"20-078, 공병대대, 로더",물품,HDF,공군 제8전투비행단,202008041100,I9AD1,현대중장비 주식회사,HYUNDAI HEAVY EQUIPMENT,임승채,033-731-1766,강원특별자치도 원주시 가현로184-0 (가현동),93.074,160600000
5,EKA0053,1,9500,***,"조끼, 지상근무자용",물품,EKA,기동총괄계약팀,202008041100,0005F,삼부산업 주식회사,-,노석우,0317673744,경기도 광주시 옥토골길33-44 (태전동),88.541,33038000
2,EHF0143,2,4009A,***,20년 천궁 발사대 수리부속 케이블류,물품,EHF,미래전력사업전력운영계약팀,202008041100,E01D6,신광전자,Shin Kwang Electronics co.,신무현,02-803-2461,"서울특별시 금천구 가산디지털1로33-22, 티뷰크빌딩 2층",88.547,79722000
4,EBB0415,1,5051A,***,호스류,물품,EBB,지상공통전력운영계약팀,202008041030,I52B6,티케이(T.K)테크,T.K TECH,김재욱,051-303-5134,부산광역시 강서구 대저로3번길52-15 (대저1동),88.168,70030690
33,LKD0016,1,32757,***,육-20년 위장마스크 등 7개품목 구매,물품,LKD,제32보병사단,202008041030,J9E42,주식회사 수앤주,,신경수,01023446457,"충청남도 천안시 서북구 성정두정로12, 6층 601-96호 (성정동, 메트로죤-1)",88.019,9491355
27,LCK0036,1,32902,***,대형제습기 구매설치(20-127),물품,LCK,수도방위사령부,202008041030,F64E5,주식회사 세기공조시스템,Seki Air Conditioning System,김동성,024703215,"서울특별시 동대문구 안암로22(용두동, 일소빌딩) 3층",88.338,32000789
38,SFD0077,1,32900,***,의약품 티눈밴드 등 85품목 구매,물품,SFD,제9227부대,202008041030,IF2CB,주식회사 에일린바이오,,박영우,0315720940,경기도 남양주시 퇴계원면 퇴계원로67-1  3층,88.001,16977230
28,SCF0223,1,32914,***,"판, 금속제 등 6종",물품,SCF,해군군수사령부,202008041030,ECC72,동우철강(주),dongwoo steel co.,김수근,055-296-7123,"경상남도 창원시 마산회원구 봉암공단6길75-0 (봉암동, 동우철강)",97.634,2263580
4,SCL0093,1,32911,***,감독관 이송버스 16대 임차 용역,물품,SCL,해군사관학교,202008041030,G9EC0,주식회사 뉴성운관광,"SUNGWOON TOUR CO.,LTD",명정관,055-273-0505,"경상남도 창원시 마산합포구 구산면 로봇랜드로250, 2층",88.369,18710000
510,SCF0225,1,32921,***,쇼파 좌판 수선 등 5종,물품,SCF,해군군수사령부,202008041030,JCC6D,벨루나 주식회사,,박은영,01090840521,경기도 평택시 중앙2로13 (평택동)평택동복합상가 센텀스카이빌딩4층 비지니스센터센텀 401-비01호,88,2970150
30,SCK0084,2,31530,***,정통교 족구공 등 11종 구매,물품,SCK,해군교육사령부,202008041030,H751B,진성,ZinSung,신진업,070-8870-0072,경상남도 창원시 의창구 대산면 봉강가술로519-0 번지,97.762,1241110
19,LMK0040,1,32821,***,[20-79]20년 장병 체육기재 구매,물품,LMK,제6보병사단,202008041030,E04B9,정원상사,,김정현,031-542-7177,경기도 포천시 소흘읍 솔모루로109번길2,88.088,9530000
6,SFM0081,2,31853,***,황산(전해질용) 구매(유해화학물질판매허가업체대상),물품,SFM,제3170부대,202008041030,FE04D,주식회사 에이에스씨,"ASC Co.,Ltd",임승수,0316770131,"경기도 안성시 공단1로99 (신건지동, 안성제1산업단지)",98.053,13336290
14,SCQ0126,1,32813,***,SF-760 토너 등 43종 구매,물품,SCQ,제9911부대,202008041030,JD62E,하나솔텍,,전영례,070-4255-0057,경기도 평택시 현신3길75 (용이동),88.036,8829060
82,SFM0084,1,32352,***,지문인식기 제조 설치(직접생산 업체 대상),물품,SFM,제3170부대,202008041030,GF39B,주식회사 케이아이티,"Korea Imformation Technology Co.,Ltd",최애자,0426210310,"대전광역시 동구 우암로160-0, 2층 (성남동)",87.999,100333483
2,SFD0076,1,32888,***,로프발사총 제조구매,물품,SFD,제9227부대,202008041030,IB365,제일레스텍 주식회사,"Jaeil Restec Co., Ltd.",이재일,0317681196,경기도 광주시 초월읍 두둘기길71-0,98.215,51536100
459,SFD0074,1,32838,***,에어매트 등 13품목 구매,물품,SFD,제9227부대,202008041030,JEBE3,조이스툴,,이나은,0222784433,"서울특별시 서대문구 포방터2길24, 201호(홍은동)",87.995,79523700
173,SFD0073,1,32566,***,영상변환젠더 등 181품목 구매,물품,SFD,제9227부대,202008041030,JA221,지구정원이야기,,권혜진,0542819169,경상북도 포항시 남구 새천년대로281-0 (효자동),88.009,28906451
55,SCP0132,1,32816,***,승용식벙커정리기 1대 구매,물품,SCP,제8385부대,202008041030,D6ED6,킴스인터내셔날,"kimsinternational,inc",김백규,02-2672-9694,"서울특별시 구로구 구로중앙로 237, 라이프상가 444호(구로동)",93.301,30523500
49,SCF0461,1,32875,***,광개토사업 통합배선 구매 설치,물품,SCF,해군군수사령부,202008041030,I299C,케이미디어,K media,강석봉,0555458604,"경상남도 창원시 진해구 웅동로162-0, 105동503호 (두동, 청안해오름아파트)",88.012,26358170
39,SCF0460,1,32228,***,충전기조립체 1종 구매,물품,SCF,해군군수사령부,202008041030,I3499,주식회사 천화,CHUNHWA INC.,선승우,0559048100,경상남도 김해시 내외중앙로69 (내동) SJ테라스파크 1405호,93.008,12609800
3,SCF0125,2,31491,***,'20년 00함 탄약 승강기 정비,물품,SCF,해군군수사령부,202008041030,A8797,(주)대명엘리베이터,"daemyung elevator co., ltd.",김동건,0522882700,"울산광역시 북구 활밤로 19(효문동, (주)대명엘레베이터)",84.964,135393660
10,MDJ0004,1,32439,***,의무비품(감염성 세탁물 수레 등 5종) 구매,물품,MDJ,국군대전병원,202008041030,BD837,(주)한일종합상사,hanil il sang sa,이희석,07044539559,대전광역시 대덕구 대전로1397번안길70-0 (읍내동),92.196,6160000
5,MDJ0003,1,32437,***,의무비품(반조절성 교합기 등 2종) 구매,물품,MDJ,국군대전병원,202008041030,BA124,영남치과기재상사,"Young Nam Dental Supply Co.,",김동철,031-662-9941,경기도 평택시 이충로100번길70-0 (서정동),88.067,5994560
36,MDJ0002,1,32418,***,치과재료(빅토리브라켓 리필 등 40종) 구매,물품,MDJ,국군대전병원,202008041030,IEC5B,유한회사 대성,,안하은,07043667105,"전라남도 장성군 황룡면 강변로452-16, 3증 301호",88.007,16999130
25,LCF0469,1,32180,***,일회용 수술팩(개복수술용) 1항목 구매(의무),물품,LCF,육군군수사령부,202008041030,I9B51,주식회사아이씨엠,ICM,이충만,0315571707,"경기도 남양주시 다산순환로20, A동 906호",89.048,17886300
10,HCF0117,2,24527,***,"[KT-100항공기수리부속]프로펠러,항공기용등102종",물품,HCF,공군군수사령부,202008041030,FB2EB,씨러스에비에이션주식회사,"CIRRUSAVIATION CO.,LTD",최선창,0226625594,"서울특별시 강서구 하늘길84-0 (오곡동, 김포공항)",85.988,1034724101
75,MCN0058,1,32504,***,"차량용 어라운드 뷰 등 히터, 에어컨 설치 납품",물품,MCN,국방부근무지원단,202008031500,I24DA,주식회사 굿모닝상사,good morning company,이재훈,01031376243,서울특별시 금천구 가산디지털1로205-0 (가산동) 케이씨씨웰츠밸리 904호,88.056,45631408
2,MHD0061,2,29555,***,대형수송함 1번함 성능개량 사업분석,용역,MHD,방위사업청(운영지원과),202008031400,C7CD2,사단법인 안보경영연구원,SMI,김주형,025445937,"서울특별시 강남구 언주로527, 10층 (역삼동)",,36600000
2,MON0008,1,31473,***,정신전력교육 만화교재 제작 용역,용역,MON,국방정신전력원,202008031400,GE8A1,사각사각,sagacsagac,장우룡,010-2385-6480,"경기도 부천시 원미구 부천로136번길30-0 (원미동, 부천만화산업종합지원센타) 216호",86.051,44000000
209,HDK0039,1,32906,***,POL 탱크 밸브 보수 자재 구매,물품,HDK,공군제11전투비행단,202008031330,IBBFD,상승물산,,안상준,070-8851-3656,강원특별자치도 동해시 발한로267 (발한동) 105호,88,48494600
8,SFG0113,1,32738,***,코팅기 등 2품목 구매,물품,SFG,제9181부대,202008031100,F0FDC,영화산업,YOUNG HWA INDUSTRIAL,전병욱,0222784433,경기도 안양시 만안구 냉천로203번길 4(),99.014,845000
41,UMM0453,1,32318,***,FA-50 통합훈련관리체계 개발서버 이전사업(209120-F),물품,UMM,국군재정관리단,202008031100,A45F6,대신네트웍스주식회사,DAESHIN,김천환,0337660844,강원특별자치도 원주시 갈촌길104-3 (관설동),83.001,218520230
171,UMM0417,1,31193,***,(207152-F)전산장비 교체사업,물품,UMM,국군재정관리단,202008031100,G0DC0,주식회사 이너트론,INNERTRON,조학래,0323202500,인천광역시 연수구 하모니로301-0 (송도동),83.834,328800000
66,UMM0419,1,30370,***,(207142-C)00부대 출입통제체계 구축사업(리스물건),물품,UMM,국군재정관리단,202008031100,H3CE2,HF테크,HFtech,김영식,07077752121,"세종특별자치시  조치원읍 번영1길46, 301호, 302호",88.148,268975929
7,UMM0418,1,26507,***,(206178-C) 중형 감시·정찰교육용 드론 제조,물품,UMM,국군재정관리단,202008031100,IB517,주식회사 경기드론,GGDRONE,최병집,0313951256,"경기도 군포시 군포첨단산업2로7번길8, 1125호, 1126호(부곡동, 군포에이스더블유밸리)",88.678,140184000
2,SFG0115,1,32745,***,20-K-예비군장구류 탄입대 등 2품목 구매,물품,SFG,제9181부대,202008031100,A5B78,세방상사,se bang sang sa,김영숙,0222752050,"서울특별시 성동구 왕십리로31길9, 1층 (하왕십리동)",88.063,2174500
484,SFG0114,1,32741,***,20-K-예비군 개인장구류 구매,물품,SFG,제9181부대,202008031100,I517C,더원통상,theonetongsang,장현정,010-3220-7772,"경기도 용인시 수지구 수지로487,103동301호(동천동, 동천마을현대1차홈타운)",87.995,22414000
337,MCN0060,1,32687,***,칼라프린터 토너 구매,물품,MCN,국방부근무지원단,202008031030,J42C5,고은테크,,이지미,07048374570,경상북도 포항시 남구 오천읍 철강로708-1 (필하우스) B동 2층 2호,88.014,6426470
13,SFD0071,2,32068,***,20-P-임목폐기물 수거운반 위탁처리 용역,용역,SFD,제9227부대,202008031030,F0775,(주)피움그린,pi woom green,김도환,0544357741,경상북도 김천시 구성면 남김천대로2840-0,88.314,26357100
4,LDA0026,1,32595,***,00부대 통합장비정비고 셔터문 설치납품,물품,LDA,지상작전사령부,202008031030,03037,(주)성남공영,sung nam construction co.ltd,김민석,0317611511,경기도 광주시 순암로 385(중대동),88.144,20870880
22,HDP0058,1,30882,***,LED 램프 등 2종 구매,물품,HDP,공군제19전투비행단,202008031030,JB8D1,주식회사 스타일호,,박근호,07047723010,충청북도 충주시 남산13길12 (교현동),88.049,17252600
13,SCR0053,1,32726,***,압롤박스 구매,물품,SCR,해군제3함대사령부,202008031030,I4F5C,미래종합상사,mire-G.T.C,김기현,061-282-4941,"전라남도 목포시 당가두로14번길50, 101호 (옥암동)",88.046,18428000
18,LNQ0050,1,32732,***,갈대 제거 용역,용역,LNQ,제17보병사단,202008031030,D07D7,(주)푸른숲,"Pureunsup Co., Ltd.",이광일,0317697544,"경기도 광주시 행정타운로133, 201호(회덕동, 나은빌딩)",88.057,83500000
1297,SCL0091,1,32712,***,도서(10배속 프랑스어 회화 등 74종) 구매,물품,SCL,해군사관학교,202008031030,CABBF,하나C&C,HANA C&C,현정숙,0647230127,제주특별자치도 제주시 이도이동1078-11,90.001,34059990
4,SFD0070,2,31969,***,20-청룡회관 세탁물 처리 용역,용역,SFD,제9227부대,202008031030,EA5A5,하이얀세탁소,,김한철,054-275-0087,경상북도 포항시 남구 상도로8번길 25-10(),88.677,15946350
12,HCC0065,1,32384,***,잉크젯전용지 등 70종,물품,HCC,해군제1수리창,202008031030,F3C30,다모아상사,DAMOA,김금삼,033-522-4075,강원도 동해시 동해대로5041-0 (효가동),88.025,5985610
73,SCH0116,1,32767,***,탁구공 등 21종,물품,SCH,해군작전사령부,202008031030,BB632,서진통상,seo jin trading,이형구,0514179913,부산광역시 영도구 남항서로135 (대교동1가),88.004,6068000
2,EMA0006,1,2F24,***,터빈용윤활유,물품,EMA,함정총괄계약팀,202007311400,0145F,지에스칼텍스 주식회사,GS Caltex Corporation,허세홍,0220056661,서울특별시 강남구 논현로508 (역삼동),83.336,23347000
9,MDD0108,1,29870,***,20년 2차 의무장비(심전도계) 구매,물품,MDD,국군수도병원,202007311100,FAE59,미림교역,"Mirim Trading Co,.",고명심,0314524560,"경기도 군포시 금산로13, 5층 549호(금정동, 오피스밸리)",97.542,13689300
40,SFL0089,1,32592,***,의약품 셀렉시브 등 48종 구매 납품,물품,SFL,제3283부대,202007311100,ID4D4,주식회사 다솔팜,,정현숙,0313119661,"경기도 시흥시 수인로3299, 402호(신천동)",88.165,12655600
100,UMM0414,1,31190,***,(207146-F)디지털포렌식 분석장비 도입,물품,UMM,국군재정관리단,202007311100,A24FA,유한책임회사 엔에이치네트웍스,NH NETWORKS,이근신,0634622245,"전북특별자치도 군산시 산단남북로169, 312호(오식도동, 군산친환경자동차부품알앤디센터)",88.005,132848980
263,UMM0412,1,31163,***,(206204-B) 빔프로젝터 등 13종 구축사업(리스물건),물품,UMM,국군재정관리단,202007311100,D55E1,디에스지엔 주식회사,"DAESHIN GLOBAL NETWORKS CO.,LTD",신재범,07070130099,"서울특별시 동작구 동작대로89-0 (사당동, 골든시네마타워) 13층  1301호",83.006,868535510
15,UMM0444,2,31005,***,20-모범장병 및 군무원 국내시찰,용역,UMM,국군재정관리단,202007311100,H175E,주식회사 군산동양해외관광,Dongyangtour,이재성,0638414788,전북특별자치도 군산시 개정면 안정길8-107,87.821,52659560
55,UMM0416,1,30698,***,(206199-B)지형분석장비 교체사업(리스물건),물품,UMM,국군재정관리단,202007311100,BE45B,주식회사 아인스에스엔씨,eINS SnC,양영진,0647269009,제주특별자치도 제주시 첨단로251 (영평동),83.008,259468000
