적용장비,적용장비,승인일자,예산구분코드,규격종류명,예산구분명,품보형태,군부분명,납기,납지순위,수량,납지,항목번호,군급,품명,군구분,국가품목식별번호,단가,부품번호,조달요구번호,참조번호,규격종류,규격번호,재고번호형태부호,금액,단위
 , , ,A1, , ,단순품질보증형(I형),해군,20161230,000,3,6000007894,***,7810,배드민턴지주(이동식),MP,37Y981067,580000, ,MPN16049200001, , , , ,1740000,EA
 , , ,A1, , ,소요군검수,해병,20161216,001,1,6000008618,***,0000,면장갑 등 9종,MW,000000001,7939100, ,MW201638230A001, , , , ,7939100,YE
 , , ,A1, , ,소요군검사,육군,20161209,001,1,5000015027,***,1111,실내체력단련장 비품 구매,MB,M11111111,27299400, ,MB201638221A001, , , , ,27299400,AC
 , , ,A1, , ,소요군검수,공군,20161209,001,150,7000001934,***,6240,할로겐 램프,MD,37ZF42698,38000, ,MD201638218A001, , ,(GY-9.5)6.6A, ,5700000,EA
43630113,냉난방장치 , ,A1, , ,소요군검수,해군,20161201,000,1,6000006312,***,4320,오일 펌프,MP,37A239566,9980000, ,MPN16045800001, , , , ,9980000,AY
 , , ,U0, , ,소요군검수,해병,20161117,001,1,6000002872,***,0000,수기 등 25종,MW,000000000,6561520, ,MW201638209A001, , , , ,6561520,YE
 , , ,A1, , ,소요군검수,국직,20161220,001,1,2000000317,***,7710,베이스기타 앰프,TM,37X028392,2830000, ,TM201638203A001, , , , ,2830000,EA
40100301,헬기구축함-Ⅲ(DDH Ⅲ), ,A1, , ,소요군검수,해군,20161205,000,3000,6000006312,***,4030,"스웨이징 슬리브,와이어로프용",MP,375198246,120, ,MPN16048090001, , , , ,360000,EA
 , , ,A1, , ,소요군검수,해군,20161212,000,3000,6000006312,***,9650,납덩이,MP,001848457,4400, ,MPN16048080001, , , , ,13200000,KG
 , , ,U0, , ,소요군검수,해병,20161117,001,1,6000002872,***,0000,코란도 타이어 등,MW,000000000,26504000, ,MW201638186A001, , , , ,26504000,YE
 , , ,A1, , ,소요군검수,해병,20161117,001,1,6000002872,***,0000,지붕난열판넬 등 3종,MW,000000000,20000000, ,MW201638181A001, , , , ,20000000,YE
 , , ,U0, , ,표준품질보증형(Ⅲ형),해군,20161205,000,1,6000002902,***,4140,엔진 브로와(송풍기),MP,37Y244114,439000, ,MPN16046540001, , , , ,439000,EA
 , , ,A1, , ,소요군검사,육군,20161209,001,1,5000015027,***,1111,정보화 통신시설 자재 구매,MB,V11111111,24225000, ,MB201638161A001, , , , ,24225000,AC
 , , ,A1, , ,소요군검수,육군,20161209,001,1,5000008075,***,0000,한방약품,MB,A11111111,400000, ,MB201638030A001, , , , ,400000,YE
 , , ,A1, , ,소요군검사,해군,20161111,000,15,6000006012,***,5999,아이나비 QXD900 뷰 플러스(블랙박스),MP,37Y993274,149000, ,MPN16043220001, , , , ,2235000,SE
 , , ,A1, , ,소요군검수,해군,20161214,000,140,6000005961,***,7105,원탁의자,MP,37Y988644,68000, ,MPN16048470001, , , , ,9520000,EA
 , , ,A1, , ,단순품질보증형(I형),공군,20161223,001,3,7000010307,***,5895,무선수신기,MD,37ZG44442,2145000, ,MD201638006A001, , ,ULXD4K-X51, ,6435000,EA
 , , ,A1, , ,소요군검수,국직,20161223,001,1,2000000317,***,0000,360도장거리스피커,TM,12345M678,45617000, ,TM201637988A001, , , , ,45617000,YE
 , , ,A1, , ,소요군검수,해군,20161116,001,1,6000002061,***,0000,가로등 램프 등 3종,MP,000000000,5916000, ,MP201637975A001, , , , ,5916000,YE
 , , ,A1, , ,소요군검수,해군,20161116,001,1,6000019521,***,0000,저장매체소거장비,MP,000000000,20413000, ,MP201637971A001, , , , ,20413000,EA
 , , ,A1, , ,소요군검수,해군,20161116,001,1,6000000235,***,9999,복사용지 등 3종,MP,000000001,2557000, ,MP201637922A001, , , , ,2557000,YE
 , , ,A1, , ,소요군검수,해군,20161212,001,1,6000005768,***,0000,흑백 레이저토너 등 75종,MP,111111111,30034750, ,MP201637576A001, , , , ,30034750,YE
 , , ,A1, , ,소요군검수,해군,20161206,001,1,6000007781,***,0000,비닐봉투 등 56종,MP,111111111,1145900, ,MP201637814A001, , , , ,1145900,YE
 , , ,A1, , ,소요군검수,해군,20161116,001,1,6000006874,***,0001,복사용지 등 67종,MP,000000001,3935300, ,MP201637855A001, , , , ,3935300,YE
 , , ,A1, , ,소요군검수,해군,20161115,001,1,6000005824,***,1111,샤프 등 321종 구매,MP,000000000,946690, ,MP201637833A001, , , , ,946690,YE
 , , ,A1, , ,소요군검수,해군,20161115,001,1,6000000543,***,9999,HAV lgM 등 2종,MP,000000001,264000, ,MP201637725A001, , , , ,264000,YE
 , , ,A1, , ,소요군검수,국직,20161215,001,1,2000000317,***,4320,수중청소기,TM,37W009137,3949000, ,TM201637740A001, , , , ,3949000,EA
 , , ,A1, , ,소요군검수,해군,20161115,001,1,6000006855,***,0001,플러스펜 등 322종,MP,000000001,4178540, ,MP201637716A001, , , , ,4178540,YE
 , , ,A1, , ,소요군검수,해군,20161115,001,1,6000006703,***,0001,부직포가방 등 2종,MP,000000001,28181500, ,MP201637709A001, , , , ,28181500,YE
 , , ,A1, , ,소요군검수,해병,20161117,001,1,6000002696,***,0001,군용레포트화일 등 181품목 구매,MW,000000001,2320000, ,MW201638316A001, , , , ,2320000,YE
 , , ,A1, , ,소요군검수,해군,20161115,001,1,6000006868,***,0001,백나사 캡 등 163종,MP,000000001,39091770, ,MP201637710A001, , , , ,39091770,YE
 , , ,A1, , ,소요군검수,해군,20161115,001,1,6000007893,***,0001,3D 커브가위 등 48종,MP,000000001,4454400, ,MP201637712A001, , , , ,4454400,YE
 , , ,A1, , ,소요군검수,해군,20161115,001,1,6000019554,***,0001,도서(딥러닝제대로시작하기) 등 88종,MP,000000001,1361700, ,MP201637715A001, , , , ,1361700,YE
 , , ,A1, , ,소요군검사,육군,20161125,001,1,5000053490,***,0001,정품토너,MB,A00000001,5858000, ,MB201637684A001, , , , ,5858000,EA
 , , ,U0, , ,소요군검수,해군,20161115,001,1,6000005109,***,0000,특전조끼,MP,111111111,30240000, ,MP201637685A001, , , , ,30240000,YE
 , , ,A1, , ,표준품질보증형(Ⅲ형),육군,20161117,001,1,5000033365,***,0000,가전비품,MB,000000000,7520000, ,MB201638347A001, , , , ,7520000,YE
 , , ,A1, , ,소요군검사,해군,20161118,000,1,6000018775,***,7210,김치냉장고(스텐드형),MP,37Y994329,1600000, ,MPN16044750001, , , , ,1600000,EA
 , , ,A1, , ,소요군검사,육군,20161117,001,1,5000036064,***,6500,KRASHA0000,MB,KRASHA000,25000000, ,MB201638222A001, , , , ,25000000,YE
 , , ,A1, , ,소요군검사,육군,20161209,001,1,5000017465,***,5648,완충패드,MB,SDK123422,36209800, ,MB201638052A001, , , , ,36209800,YE
 , , ,A1, , ,소요군검사,육군,20161209,001,1,5000017466,***,1234,표준 파렛트,MB,SGS132568,7150000, ,MB201638050A001, , , , ,7150000,YE
 , , ,A1, , ,소요군검수,해병,20161117,001,1,6000002696,***,0001,보조배터리 등 94품목,MW,000000001,7992000, ,MW201638313A001, , , , ,7992000,YE
 , , ,A1, , ,소요군검수,해병,20161117,001,1,6000002696,***,0001,대형임팩거치대 등 5품목 구매,MW,000000001,11440000, ,MW201638310A001, , , , ,11440000,YE
 , , ,A1, , ,소요군검수,해병,20161117,001,1,6000002696,***,0001,배터리등 13품목,MW,000000001,50000000, ,MW201638305A001, , , , ,50000000,YE
 , , ,A1, , ,소요군검사,해군,20161216,000,10,6000002764,***,5340,장비보관함,MP,375088851,1540000, ,MPN16049150001, , , , ,15400000,SE
 , , ,A1, , ,소요군검수,해병,20161117,001,1,6000002696,***,0001,공구함 등 81품목 구매,MW,000000001,5031620, ,MW201638277A001, , , , ,5031620,YE
 , , ,A1, , ,소요군검사,국직,20161216,001,1,2000010965,***,2589,수첩,TM,56D239044,12144000, ,TM201638275A001, , , , ,12144000,YE
 , , ,A1, , ,소요군검사,육군,20161130,001,1,5000018371,***,0037,케이블 보강 통신자재 구매,MB,B15456456,16130000, ,MB201638187A001, , , , ,16130000,AY
 , , ,A1, , ,소요군검사,육군,20161204,001,1,5000018371,***,0037,4/4분기 전산운영용품 구매,MB,B55463131,24946360, ,MB201638185A001, , , , ,24946360,AY
 , , ,A1, , ,소요군검수,육군,20161117,001,1,5000032469,***,1111,크러샤,MB,111111111,25000000, ,MB201638243A001, , , , ,25000000,UN
 , , ,A1, , ,소요군검수,해군,20161216,001,1,6000020056,***,0000,축구공 등 45종,MP,000000000,1042700, ,MP201637769A001, , , , ,1042700,YE
 , , ,A1, , ,소요군검수,육군,20161222,001,1,5000002773,***,1111,전산용품,MB,A11111111,12710210, ,MB201637759A001, , , , ,12710210,EA
 , , ,A1, , ,소요군검사,해군,20161220,001,1,6000009493,***,0000,잉크 등 93종,MP,000000000,20000000, ,MP201637646A001, , ,물품명세서, ,20000000,EA
43230119, , ,A1, , ,단순품질보증형(I형),해군,20161130,000,1,6000009006,***,4410,"가열기,온수용,전기식",MP,375314099,3800000, ,MPN16048210001, , , , ,3800000,EA
43230119, , ,A1, , ,단순품질보증형(I형),해군,20161130,000,1,6000009006,***,4410,"가열기,온수용,전기식",MP,375314099,3800000, ,MPN16048210001, , , , ,3800000,EA
41150516,주추진 두산인프라코어 LO86TIH, ,A1, , ,단순품질보증형(I형),해군,20161130,000,6,6000009006,***,2940,"필터엘리먼트,흡입공기 정화기용",MP,375154525,9400, ,MPN16048040001, , , , ,56400,EA
 , , ,U0, , ,표준품질보증형(Ⅲ형),육군,20170215,001,37,5000064679,***,5962,"직접회로,메모리식",MB,37A220244,116286, ,MBCLMT166400260, , ,5895-1038, ,4302582,EA
 , , ,A1, , ,소요군검수,공군,20171130,001,1,7000000029,***,0000,가다랑어포등462종,MD,NL0000000,1000000, ,MD201636764A001, , , , ,1000000,EA
 , , ,A1, , ,단순품질보증형(I형),공군,20161223,001,11,7000003314,***,9905,안전경고문 표지판,MD,37ZH92558,550000, ,MD201637591A001, , , , ,6050000,EA
 , , ,A1, , ,소요군검수,육군,20161209,001,1,5000053790,***,0001,교육장비,MB,000000001,3471000, ,MB201637500A001, , , , ,3471000,YE
 , , ,A1, , ,소요군검사,육군,20161115,001,1,5000016253,***,0000,전산운영용품,MB,A96130396,43320000, ,MB201637830A001, , , , ,43320000,YE
00310101,"곡사포,중간형,자주식", ,U0, , ,표준품질보증형(Ⅲ형),육군,20170915,001,37,5000064641,***,6650,"반사경,광학기구용",MB,008522736,3970, ,MBULMC162309252, , ,2350-1024, ,146890,EA
 , , ,A1, , ,공급자 1년 보증형태,육군,20161202,001,1,5000008930,***,0001,냉난방기,MB,A20161114,26092000, ,MB201637593A001, , , , ,26092000,YE
 , , ,A1, , ,소요군검사,육군,20161202,001,1,5000043643,***,0000,체육기자재,MB,000000000,8080000, ,MB201637345A001, , , , ,8080000,YE
 , , ,A1, , ,소요군검사,국직,20161109,001,1,2000001467,***,0000,의약품,TM,NSN000000,9731840, ,TM201636662A001, , , , ,9731840,UT
 , , ,A1, , ,소요군검사,국직,20161226,001,1,2000011420,***,1111,침대생산자재,TM,2016NIT01,88482420, ,TM201636310A001, , ,규격, ,88482420,YE
 , , ,A1, , ,단순품질보증형(I형),국직,20161209,001,1,2000006483,***,7690,사철둥근양장 제작/구매,TM,1233700W0,8400000, ,TM201636967A001, , , , ,8400000,YE
 , , ,A1, , ,소요군검사,국직,20161109,001,1,2000001467,***,0000,의약품,TM,NSN000000,9731840, ,TM201636662A001, , , , ,9731840,UT
 , , ,A1, , ,소요군검수,육군,20161114,001,1,5000030672,***,0000,도서,MB,000000001,12426100, ,MB201637368A001, , , , ,12426100,RL
00310101,"곡사포,중간형,자주식", ,U0, , ,표준품질보증형(Ⅲ형),육군,20170519,001,502,5000064679,***,2910,"인젝터,연료용",MB,009867305,391834, ,MBDLMC166429692, , ,0, ,196700668,EA
 , , ,U0, , ,소요군검수,해군,20161104,001,1,6000000193,***,0000,케이블 타이 등 40종,MP,000000000,3970600, ,MP201636110A002, , , , ,3970600,YE
 , , ,U0, , ,소요군검수,해군,20161104,001,1,6000000193,***,0000,코너철 등 46종,MP,000000000,8090500, ,MP201636114A005, , , , ,8090500,YE
 , , ,A1, , ,소요군검수,해군,20161114,001,1,6000001180,***,1111,건전지 등 79종 구매,MP,000000000,3000000, ,MP201637561A001, , , , ,3000000,YE
 , , ,A1, , ,소요군검수,육군,20161114,001,1,5000040366,***,7297,부스터펌프 설치납품,MB,RHDQUDEO2,27027000, ,MB201600683E001, , , , ,27027000,YE
 , , ,U0, , ,소요군검수,해군,20161114,001,1,6000019521,***,0000,앰범 등 113종,MP,000000000,11973550, ,MP201637535A001, , , , ,11973550,YE
 , , ,A1, , ,소요군검수,해병,20161114,001,1,6000002696,***,0001,원격단말기 구매(16-299호),MW,000000001,54000000, ,MW201637551A001, , , , ,54000000,YE
 , , ,A1, , ,소요군검수,해군,20161114,001,1,6000001901,***,0000,와이퍼올 와이퍼 등 31종,MP,000000000,1932950, ,MP201637494A001, , , , ,1932950,YE
16173701,"정비장비세트, 중어뢰, K-731", ,A1, , ,소요군검수,해군,20161205,000,1,6000001901,***,6685,압력센서,MP,375558194,2680000, ,MPN16048240001, , , , ,2680000,EA
 , , ,A1, , ,소요군검수,해군,20161205,001,1,6000007745,***,0000,컷터날 등 65종,MP,111111111,6108700, ,MP201637325A001, , , , ,6108700,YE
 , , ,A1, , ,소요군검수,해군,20161114,001,1,6000005109,***,0000,물티슈 등 126품목,MP,000000001,500000, ,MP201637524A001, , , , ,500000,YE
40120101,기뢰탐색함(MHC), ,A1, , ,소요군검수,해군,20161205,000,1,6000006312,***,4130,압축기(FX5),MP,37Y994587,9860000, ,MPN16048010001, , , , ,9860000,EA
42110104,6브이 396엔진(저장성), ,A1, , ,소요군검수,해군,20161212,000,1,6000006312,***,4820,"밸브,조절용,유압식",MP,124028428,5869000, ,MPN16048120001, , , , ,5869000,EA
 , , ,A1, , ,소요군검사,육군,20161125,001,3,5000053490,***,0001,에어컨,MB,A00000001,2708333.33, ,MB201637379A001, , , , ,8124999,EA
 , , ,A1, , ,표준 품질 보증형태,육군,20161111,001,1,5000006286,***,6297,GOP 철책하단 균열보수 및 2개소 자재구매(2),MB,6297ABCDE,41532920, ,MB201637217A001, , , , ,41532920,YE
 , , ,A1, , ,표준 품질 보증형태,육군,20161111,001,1,5000006286,***,6297,GOP 철책하단 균열보수 및 2개소 자재구매(1),MB,6297ABCDE,28800000, ,MB201637211A001, , , , ,28800000,YE
 , , ,A1, , ,소요군검수,해군,20161205,001,1,6000008931,***,0000,포스트잇노트 등 40종,MP,000000000,4084200, ,MP201637324A001, , , , ,4084200,YE
 , , ,A1, , ,단순품질보증형(I형),국직,20161110,001,1,2000006241,***,0000,정보화 운용재료 구매,TM,000000000,5348390, ,TM201636995A001, , , , ,5348390,YE
 , , ,A1, , ,단순품질보증형(I형),국직,20161102,001,1,2000006483,***,7690,인쇄장비(입력편집기등 5종)구매,TM,1233700W0,179830650, ,TM201635439A001, , , , ,179830650,YE
 , , ,A1, , ,소요군검수,공군,20170131,001,1,7000000030,***,9999,호이스트크레인,MD,999999999,127600000, ,MD201637190A001, , , , ,127600000,EA
 , , ,A1, , ,소요군검사,육군,20161130,001,1,5000053624,***,0001,토너 등 22종,MB,NUR000001,3388000, ,MB201637282A001, , , , ,3388000,YE
 , , ,A1, , ,단순품질보증형(I형),국직,20161209,001,1,2000006483,***,7690,인쇄용지 2종 구매,TM,1233700W0,7860000, ,TM201636620A001, , , , ,7860000,YE
 , , ,A1, , ,소요군검사,육군,20161114,001,1,5000030741,***,0000,전산용품,MB,000000001,17875690, ,MB201637427A001, , , , ,17875690,UN
 , , ,A1, , ,소요군검사,육군,20161109,001,1,5000060704,***,0000,HW,MB,A00000000,8474270, ,MB201636637A001, , , , ,8474270,YE
 , , ,A1, , ,소요군검수,국직,20161230,001,1,2000000451,***,0000,교체사업 리스,TM,201611041,140047000, ,TM201635998A001, , , , ,140047000,YE
 , , ,A1, , ,소요군검수,육군,20161220,001,1,5000055564,***,1111,UPS,MB,999999999,113000000, ,MB201635955A001, , , , ,113000000,YE
 , , ,A1, , ,소요군검수,육군,20161220,001,1,5000055564,***,1111,대형전시체계,MB,999999999,120000000, ,MB201635953A001, , , , ,120000000,YE
 , , ,A1, , ,소요군검사,국직,20161231,001,1,2000010962,***,3568,음향/영상장비,TM,78F787834,1462367060, ,TM201635762A001, , , , ,1462367060,YE
 , , ,A1, , ,소요군검수,육군,20170930,001,1,5000013391,***,1234,제습기,MB,123456789,1000, ,MB201635918A001, , , , ,1000,YE
 , , ,A1, , ,소요군검수,해군,20161125,000,2,6000015201,***,5130,충전 임펙 렌치,MP,37Y983579,360000, ,MPN16048030001, , , , ,720000,EA
 , , ,A1, , ,소요군검수,해군,20161130,000,1,6000002361,***,5999,아이나비 QXD900 뷰 플러스(블랙박스),MP,37Y993274,230000, ,MPN16044670001, , , , ,230000,SE
 , , ,A1, , ,소요군검사,육군,20161111,001,1,5000027858,***,0000,방탄탑설치납품,MB,000000000,22361240, ,MB201637210A001, , , , ,22361240,UN
 , , ,U1, , ,소요군검사,해군,20170222,001,1,6000006579,***,6130,잠수함(SS-II) 군위성 통신장비 전원분배단 정비,MP,016225924,14668470, ,MP201637102A002, , , , ,14668470,EA
 , , ,A1, , ,소요군검수,합참,20161110,001,1,3000000020,***,1111,음향재생기기,ML,111111111,21736000, ,ML201637036A001, , , , ,21736000,YE
 , , ,A1, , ,소요군검수,합참,20161110,001,1,3000000058,***,1111,통신장비,ML,111111111,15185000, ,ML201637021A001, , , , ,15185000,YE
 , , ,A1, , ,소요군검사,육군,20161113,001,1,5000019279,***,0000,웹캠 등,MB,A00000000,49500000, ,MB201637323A001, , , , ,49500000,YE
 , , ,A1, , ,소요군검수,해군,20161111,001,1,6000001520,***,0000,케이엠시프겔 등 56종,MP,111111111,12958120, ,MP201637186A001, , , , ,12958120,YE
 , , ,A1, , ,소요군검사,해군,20161123,000,2,6000001296,***,7320,냉장고(237리터),MP,37Y976776,352000, ,MPN16045910001, , , , ,704000,EA
 , , ,A1, , ,소요군검수,해군,20161109,001,1,6000007689,***,1111,CO2 WIRE 등 16종 구매,MP,000000000,15979500, ,MP201636800A001, , , , ,15979500,YE
 , , ,A1, , ,소요군검사,해군,20161230,000,20,6000005952,***,8440,작전장갑,MP,37Y250251,48100, ,MPN16047910001, , , , ,962000,PR
 , , ,A1, , ,소요군검사,해군,20161230,000,20,6000005952,***,8405,방탄헬멧(대테러),MP,37Y250211,1968900, ,MPN16047970001, , , , ,39378000,EA
 , , ,A1, , ,소요군검사,해군,20161111,001,1,6000006118,***,1234,하이드로콜로이드 밴드 등 37종(의료기재),MP,000000000,41513600, ,MP201637221A001, , , , ,41513600,YE
 , , ,A1, , ,소요군검사,해군,20161111,001,1,6000006118,***,1234,염화칼륨 주 3% 등 78종(의약품),MP,000000000,31527800, ,MP201637214A001, , , , ,31527800,YE
 , , ,A1, , ,소요군검사,해군,20161111,001,1,6000006118,***,1234,B50-FreeCL 등 40종(의무장비시약),MP,000000000,28953600, ,MP201637213A001, , , , ,28953600,YE
 , , ,U0, , ,소요군검사,육군,20161110,001,1,5000065434,***,0000,탄약정비용 전자스텐실기 등 7종 구매,MB,NSN000001,446856250, ,MB201637069A001, , , , ,446856250,YE
 , , ,A1, , ,소요군검사,육군,20161205,001,1,5000057010,***,3697,윤형철조망 등3종,MB,56DIV6500,29970000, ,MB201637256A001, , , , ,29970000,YE
 , , ,A1, , ,소요군검사,육군,20161111,001,1,5000036997,***,0000,HDMI 매트릭스 등,MB,LFN000000,48264000, ,MB201637179A001, , , , ,48264000,YE
 , , ,A1, , ,소요군검사,육군,20170315,001,5,5000207966,***,5996,증폭기,MB,37A005802,8629500, ,MB201637030A001, , , , ,43147500,EA
 , , ,A1, , ,단순품질보증형(I형),공군,20161130,001,50,7000007385,***,0000,화상카메라(PC용),MD,000000000,75000, ,MD201636798A001, , ,HD-5000, ,3750000,EA
 , , ,A1, , ,소요군검수,국직,20161231,001,1,2000002978,***,1111,스토리지 디스크 증설,TM,NSN123456,84324900, ,TM201636237A001, , , , ,84324900,YE
 , , ,A1, , ,소요군검수,육군,20170630,001,1,5000018371,***,0000,조명기구,MB,37DIV6500,36000000, ,MB201636135A001, , , , ,36000000,EA
 , , ,A1, , ,소요군검사,육군,20161223,001,1,5000101236,***,0000,16-2차 사무비품 정비재료 구매,MB,000000001,92152200, ,MB201635819A001, , , , ,92152200,AY
 , , ,A1, , ,소요군검사,육군,20161107,001,1,5000052661,***,1234,장비,MB,201610100,262188850, ,MB201636158A001, , , , ,262188850,YE
 , , ,A1, , ,소요군검수,해군,20161221,001,1,6000008783,***,0000,감시카메라,MP,000000000,119000000, ,MP201635506A001, , ,사양서참조, ,119000000,YE
 , , ,A1, , ,소요군검사,국직,20161223,001,1,2000000565,***,1456,레이더 시험세트,TM,67D346346,104883900, ,TM201634837A001, , , , ,104883900,YE
 , , ,A1, , ,단순품질보증형(I형),국직,20161109,001,1,2000011415,***,0000,옥외간판 등,TM,000000000,35838000, ,TM201636691A001, , , , ,35838000,EA
 , , ,A1, , ,단순품질보증형(I형),국직,20161109,001,1,2000011415,***,0000,옥외간판 등,TM,000000000,49678400, ,TM201636690A001, , , , ,49678400,EA
 , , ,A1, , ,공급자 1년 보증형태,해군,20161110,001,10,6000006164,***,0000,정맥주사 실습 팔 모형,MP,37W029193,440000, ,MP201637097A001, , , , ,4400000,SE
 , , ,A1, , ,공급자 1년 보증형태,해군,20161110,001,1,6000009040,***,0000,화이트보드 지우개 등 115종,MP,000000000,2628860, ,MP201637088A001, , , , ,2628860,YE
 , , ,A1, , ,공급자 1년 보증형태,해군,20161104,001,1,6000007469,***,6640,"오븐, 실험실용(건조기)",MP,37Y989258,1320000, ,MP201636082A001, , , , ,1320000,EA
 , , ,A1, , ,소요군검사,국군화생방방호사령부,20161220,001,1,2000001388,***,1111,연구소 화생방연구활동 재료비 초자 구매,N7,111111111,24308900, ,N7201636988A001, , , , ,24308900,AY
 , , ,A1, , ,소요군검사,국직,20161223,001,1,2000010962,***,1478,상용무전기,TM,11F478854,36135000, ,TM201636398A001, , , , ,36135000,YE
 , , ,U0, , ,소요군검수,국직,20171231,001,1,2000000045,***,0000,17년 의약품 구매(연간 단가계약),TM,201600000,79999540, ,TM201636207A001, , , , ,79999540,YE
 , , ,A1, , ,소요군검수,국직,20161130,001,1,2000000045,***,0000,아파트 싱크대 제조 설치납품,TM,201600000,248875000, ,TM201634875A001, , , , ,248875000,YE
 , , ,A1, , ,소요군검사,육군,20161110,001,1,5000130487,***,2167,팔레트랙,MB,A00000001,63548320, ,MB201637033A001, , , , ,63548320,UT
 , , ,A1, , ,소요군검수,국직,20161209,001,1,2000000317,***,0000,의료기재소모품,TM,12345M678,12763680, ,TM201636521A001, , , , ,12763680,YE
 , , ,A1, , ,소요군검수,해군,20161111,001,1,6000000242,***,9999,포스트잇 등 34종,MP,000000001,634400, ,MP201637193A001, , , , ,634400,YE
 , , ,A1, , ,단순품질보증형(I형),공군,20161130,001,30,7000001387,***,4730,스덴 장닛블(32A),MD,37ZG23091,2420, ,MDE163062800001, , , , ,72600,EA
 , , ,A1, , ,소요군검수,해군,20161110,001,1,6000000642,***,9999,접착필름 등 12종,MP,000000001,3360600, ,MP201636991A001, , , , ,3360600,YE
 , , ,A1, , ,소요군검수,해군,20161110,001,1,6000006890,***,0000,도서(2045 미래사회 인터넷 등 211종) 구매,MP,111111111,3499500, ,MP201636940A001, , , , ,3499500,YE
 , , ,A1, , ,소요군검수,해군,20161110,001,1,6000002361,***,1111,정전기 방지 장갑 등 8종 구매,MP,111111111,11999400, ,MP201636952A001, , , , ,11999400,YE
 , , ,A1, , ,소요군검수,해군,20161110,001,1,6000002181,***,1111,기어풀러 등 470종 구매,MP,000000000,25436200, ,MP201637056A001, , , , ,25436200,YE
 , , ,A1, , ,소요군검수,육군,20161110,001,1,5000027852,***,0000,크라샤 등,MB,000000011,21120000, ,MB201636883A001, , , , ,21120000,UN
 , , ,A1, , ,소요군검수,해군,20161202,001,1,6000007806,***,0000,스카치 매직테이프 등 74종,MP,111111111,595000, ,MP201637092A001, , , , ,595000,YE
 , , ,A1, , ,소요군검수,해군,20161212,001,1,6000019841,***,0000,10월 2차 통합구매(정작),MP,000000000,2441000, ,MP201637047A001, , , , ,2441000,YE
 , , ,A1, , ,표준 품질 보증형태,해군,20161108,001,1,6000013991,***,0000,153볼펜 등 217종,MP,000000000,5774250, ,MP201636397A001, , , , ,5774250,EA
 , , ,A1, , ,단순품질보증형(I형),국직,20161209,001,1,2000006483,***,7690,인쇄용지 7종 구매,TM,1233700W0,124000, ,TM201634959A001, , , , ,124000,YE
 , , ,A1, , ,표준 품질 보증형태,해병,20161130,001,1,6000008618,***,0000,보일러 등 88종,MW,000000001,30000000, ,MW201636987A001, , , , ,30000000,YE
 , , ,A1, , ,표준 품질 보증형태,해병,20161130,001,1,6000008618,***,0000,SSD 등 11종,MW,000000001,48201000, ,MW201636923A001, , , , ,48201000,YE
 , , ,A1, , ,표준품질보증형(Ⅲ형),해군,20170228,000,10,6000003839,***,7830,아령정리대,MP,37Y980538,550000, ,MPN16046470001, , , , ,5500000,EA
42810104,해양생성물 부착 방지장치, ,A1, , ,단순품질보증형(I형),해군,20161114,000,1,6000009006,***,5340,구리양극봉,MP,37Y984023,250800, ,MPN16046620001, , , , ,250800,EA
 , , ,A1, , ,표준 품질 보증형태,해군,20161108,001,1,6000013991,***,0000,153볼펜 등 217종,MP,000000000,5774250, ,MP201636397A001, , , , ,5774250,EA
 , , ,A1, , ,소요군검수,해군,20161108,001,1,6000007689,***,1111,판석 등 3종 구매,MP,000000000,18530000, ,MP201636582A001, , , , ,18530000,YE
 , , ,A1, , ,소요군검사,해군,20161220,001,1,6000006579,***,3410,베어링도금기,MP,37Y022206,19580000, ,MPUPJO16200267, , ,사양서, ,19580000,AY
30300203,"헬리콥터,화물-수송용", ,16, ,당년국채,표준품질보증형(Ⅲ형),육군,20170731,001,153,5000128676,***,5331,오-링,MB,006410231,188,.,MBFLMH16240429, , , , ,28764,EA
 , , ,A1, , ,표준품질보증형(Ⅲ형),육군,20161216,001,1,5000239954,***,6525,X-선관 튜브,MB,375175168,9300000, ,MB201632069A001, , , , ,9300000,EA
 , , ,A1, , ,소요군검수,국군간호사관학교,20161108,001,1,2000001513,***,0000,교과서,NC,000000000,20011000, ,NC201636580A001, , , , ,20011000,YE
 , , ,A1, , ,소요군검사,육군,20161215,001,3861,5000064781,***,5530,합판,MB,375011126,26950, ,MB201636174A001, , , , ,104053950,SH
21120102,"트럭,화물용(2 1/2톤 K511윈치)", ,A1, , ,표준품질보증형(Ⅲ형),육군,20161223,001,2695,5000064641,***,2910,여과기 부품,MB,371600165,1943, ,MBDLMK16233021, , ,2320-1006, ,5236385,EA
 , , ,A1, , ,소요군검사,국직,20161207,001,1,2000011878,***,1111,가전제품,TM,NSN000000,23726100, ,TM201637181A001, , , , ,23726100,YE
 , , ,A1, , ,소요군검수,육군,20161111,001,1,5000004545,***,0000,크라샤 등 2종,MB,A00000000,27500000, ,MB201637279A001, , , , ,27500000,EA
 , , ,A1, , ,소요군검사,육군,20161205,001,1,5000053386,***,1111,복사지 등 177종 구매(실습재료비),MB,LGD161111,11593050, ,MB201637281A001, , , , ,11593050,YE
 , , ,U0, , ,소요군검사,육군,20170111,001,1,5000053327,***,0000,가방류,MB,000000000,91931900, ,MB201635451A001, , , , ,91931900,YE
 , , ,A1, , ,소요군검수,국직,20161227,001,1,2000010534,***,1111,16-국방어학원 식탁 등 2종 구매,TM,111111111,9272080, ,TM201636001A001, , , , ,9272080,YE
