,Freq
망원경 엘보형 등 4항목 생산능력(총포),2
볼트 내부렌치형 등 543항목 제조(궤도-001),2
(자재) 하우징 상부 하부 부품키트 구매,2
(자재) 스테인리스파우더 등 3종 구매,2
소구경 파쇄탄류(5.56밀리  9밀리) (구매요구서),2
24년 위장차단 체계용 지지대,2
AGS No.2 함수추진기 제어반 정비,2
24-D-가스크로마토그래프 구매(241016-F),2
24-F-현상 유니트 X-선 필름용 구매 (249034-F),2
19년 은마  하늘회관 식자재 계약(김치류),2
베어링 및 시일 1종,2
콕  배출용 등 29종 구매,2
17년 보온대 구매,2
(246069-C) 탄알집 봉인스티커 제조,2
백 진공포장용 등 3항목 제조(총포),2
제어헤드 조립체 등 22항목 생산능력 확인제조(일장),2
베어링 볼 환상형 등 58항목 생산능력확인제조(궤도),2
리치-B 등 20항목 생산능력확인제조(일장-005),2
밸브 등 9항목 생산능력확인제조(일장-014),2
역세탱크 조립체 1항목 제조(일장-004),2
K77지휘차 스프링 구매,2
K9자주포 부트등7종 구매,2
155밀리곡사포 와셔등7종 구매,2
임플란트2 8종 구매,2
대테러 폭약셋 14EA 구매,2
리드선 전기용 등 35항목 생산능력제조(궤도-002),2
K21 노즐 연료분사용 1종 구매,2
압력계 등 11종 구매,2
24년 함내외 및 함내무선통신체계 유지보수 정비,2
24년~25년 전지 축전식(UH-1H/AH-1헬기),2
[항공기 급유차 부품]호스조립체 2종 제조,2
윤활유  냉매 압축기용 30EA 구매,2
24년~25년 UH-60 셀 전지용,2
디지털인쇄재료 9종 구매,2
케이블 조립체  양극  전지용 등 4항목 구매(기장),2
공기 샘플러 2Set 구매,2
24년 조류퇴치탄 ,2
24~25년 500MD 셀  전지용,2
24년 백령도 복지회관 식자재 구매,2
24-N-발전기 50KW 4EA 제조,2
24년~25년 (500MD) 밧데리 17 AMP 제조,2
등 겨눔대용 등 7항목 제조(처묶음-특수),2
가이드튜우브조립체등54항목 생산능력확인제조(기장),2
제동자 등 2항목 생산능력제조(기장),2
밸브  셔틀 등 8항목 생산능력제조(기장),2
커플링하프 축용 등 15항목 제조(궤도 생산-011),2
호이스트 윈치 케이스용 가스켓 등 28항목 제조(기장),2
볼트 기계용 등 1054항목 제조(자주포),2
K1A1전차 튜브조립체  탄약선반용(21종) 정비,2
아연극판등170종구매,2
세척 및 윤활제  전지 접점용 897CN 구매,2
24-F-전기차량 절연공구 세트 제조(249018-F),2
천마유도탄 수송용기 1개 품목 제조/생산능력,2
와이어로프 조립체  단일구간용 등 10종 구매,2
스프링  나선형  인장용 등 6종 구매,2
전압 조정기 등 14항목 구매(궤도-006),2
MHC 추진제어 케이블 정비,2
24년 야간투시경 부품류(구매),2
24-H-45 표지등세트  비상착륙용 제조,2
항공안전단 CBT실 PC 도입사업 리스,2
24년  정비피복 제조 구매,2
(247117-D) 의약품(마약류) 13품목 구매,2
(246176-E) 절삭유 통합 공급장치 제조 설치,2
심 등 57항목 생산능력확인제조(궤도),2
대잠립 충격흡수형 폼 분리형 튜브 5SE,2
치인 조립체 등 2항목 제조(일장-010),2
24-D-전자동 GSR 주사전자현미경 구매,2
유공압 부속류,2
[무장장착장비 부품]밸브조립체 등 10종,2
[패트리어트 시스템프레임 부품]판 균형기용 등 89종,2
24-H-12 산탄총  12게이지  조수퇴치용,2
창상드레싱 등 2항목 구매(의무),2
계전기  전자식 등 10항목 생산능력확인제조(자주포),2
오일  봉합재 등 107항목 생산능력제조(기장),2
리테이너  이송용 등 12항목 생산능력제조(기장),2
분리기 물분리용 액체연료식 등 38항목 제조(궤도),2
쉬일드 및 판조립체 등 15항목 생산능력제조(기장),2
과급기  엔진용 비항공기용 등 1항목 생산능력(기장),2
조절기 트랙 등 6항목 생산능력확인 제조(궤도001),2
가열기 차량용 객실용 등 2항목 제조(궤도010),2
체인조립체  타이어용 등 3항목 생산능력제조(기장),2
뚜껑 렌즈용 등 27항목 제조(궤도 생산능력010),2
고무  로드휠용(방산),2
터빈연료  항공유(JP-5),2
24-N-태풍피항 함정  계류부이 및 부이샤클 제조 ,2
24년 군용 트레일러용 관성제동장치,2
24년~25년 (UH-60) 제어장치 시동보조기용 정비,2
24년~25년 (AH-1S) 표시기  자세용 정비,2
(247162-E) 24년 병원장비소모품(2) 32품목 구매,2
24년 휀다(기동),2
베어링 롤러식 니들형 등 20항목 제조(생산능력 궤도),2
부력판 등 7항목 제조(궤도 제조014),2
00지역 병영생활관 신축 PHC파일 구매,2
회로카드 조립체,2
정보보안장비(침해조사장비),2
24년 특수무기 베어링(제조),2
롤러 베어링용 등 8항목 구매(궤도-001),2
테이프  접착식 등 46항목 구매(항공),2
(특무) 섀시 등 11 품목 구매,2
300KW 육상발전기 엔진 정비,2
우측 바디실리콘 고무 등 3종 구매,2
(247107-D) 방사성 의약품 16품목 구매,2
필터 엘리먼트 유체용 등 52항목 구매(일장-017),2
24-건식 선체 청락기 제조,2
모사전송기 등 1항목 구매(통신),2
24년 오리콘 몸통(덮개),2
제어장치  전원공급기용 등 3항목 생산능력제조(기장),2
탐조등 등 95항목 구매(일장-012),2
＇24년  K1전차 트랙 C형 등 13종 정비,2
24-F-필터 유닛 액체용 압력식 구매,2
(246022-G) VoIP용 음성동보장치 제조설치(리스물건),2
호스조립체  비금속제 등 41항목 구매(기장),2
회로카드조립체 등 6항목 생산능력확인제조(일장-010),2
K9자주포 전원공급기등2종 구매,2
24-124 멀티-엔진세척장비 등 1종,2
고정기  전기접촉 브러시용 등 20항목 구매(기장),2
빙과류(팥빙수),2
24년 전술용 전자식전화기 세트(TA-512KA),2
24년 지상낙하산신호조명탄,2
마스트 등 2종 구매,2
뚜껑  공기 여과기 등 9항목 제조(기장),2
축  직선형 등 9항목 생산능력제조(기장),2
간격유지기 등 55항목 구매(궤도-004),2
부품키트 브레이크 슈용 등 7항모 구매(궤도-005),2
자주포 동력장치부품류,2
필터 유닛 액체용 압력식 등 17항목 구매(궤도-013),2
삽입기 나사용 등 40항목 구매(궤도-015),2
저항기 가변식 등 51항목 구매(궤도-016),2
K200 핀 잠금용 등 13종 구매,2
 K200 디스크 클러치 차량용 3종 구매,2
 K200 배선장치 갈래형 등 10종 구매,2
용기어묵,2
솔 부분품 소제용 포용 등 2종 구매,2
연결고리조립체 등 289항목 제조(일장  생산능력),2
24년 변압기 펄스용(레이더용)(제조),2
솔레노이드  전기식 등 17항목 구매(기장),2
GASKET 등 40종 구매,2
‘24년 7~9월 부대조달 부식(돈가스 8품목) 제조/구매,2
(247129-F)장비운영소모품(병리5) 구매,2
24년 천마 전동기 부품(제조),2
24-N-전원변환기(DC24V 400A) 제조(248153-F),2
24년 발칸 사격통제부품(구매),2
헬멧 지상군용(KHB-2000),2
스위치 누름식 등 13항목 구매(총포),2
뚜껑 렌즈용 등 24항목 구매(총포),2
중앙기체조립체 등 11종,2
비트 스크루드라이버용 등 26항목 구매(통신),2
영상 변환관 야시용 등 2항목 구매(총포),2
조종간 자료입력용 등 10항목 구매(총포),2
축전기 고정식 세라믹 유전체형 등 15항목 구매(총포),2
연결기 등 54항목 구매(자주포),2
보조통접착물 추출용 등 3항목  제조(자주포),2
덮개 총포용 등 20항목 구매(총포),2
임플란트재료(Fixture 등 7품목) 구매,2
신병교육대 다기능 페인트 제조설치 납품(24-27),2
압력계 등 4종 구매,2
방현재  선박용 등 3종 제조,2
24-F-압축기  왕복식 제조(209071-F),2
K1전차 연결링크 구매,2
24년 오리콘 사격통제장치 부품류(제조),2
볼 밸브용 배기구멍형 등 37항목 구매(궤도),2
링 베어링용 외부용 등 14항목 구매(궤도_002),2
손원일급 잠수함  ESM/RADAR 마스트 정비,2
트레일러  탄약적재운송용(KMT-1),2
송신기 유압용 등 9항목 구매(일장-016),2
24-N-주파수변환기 제조,2
24년 측지기  전자식거리측정용  적외선식,2
부식류 83종,2
회로카드조립체(제조),2
24년 위장망체계 지지대세트류,2
105밀리 방청심지 제거 캡 세트 1항목 제조(궤도016),2
K1전차 리드선등2종 구매,2
혼 신호용 등 5종 구매,2
개인 보호 장구류(개인보호 킷 등 6품목) 구매,2
24-N-해양부생물 생성방지장치 제조,2
오일  봉합재 등 107항목 제조(기동-생산-001),2
(자재) 너트 등 23종 구매,2
24년 의무장비(침대자동식 응급실용) 구매,2
판 스프링용 등 10항목 구매(총포),2
잠수함 상가대 정비,2
(246168-E) ’24년 스크린 도입사업(리스자산),2
구조경보기,2
신형 방탄헬멧(소형),2
신형 방탄헬멧(중형),2
신형 방탄헬멧(특대형),2
24년 정밀접근용 레이다(GPN-331K) 부품(구매)(A),2
변환기조립체(구축함용),2
디스플레이  광전자식 등 14항목 구매(통신),2
드라이버 시일용 등 17항목 구매(총포공구),2
손망실 마일즈장비 제조납품,2
2024 동맥 초음파 실습모형 구매,2
24-3차 후생용구(이발기 등 2종) 구매,2
환자치료식 194종 구매,2
EOD로봇 부품 정비,2
24-N-자유형단조해머 제조,2
(246247-D) 이동형 심리생리반응 분석장비 구매,2
24년 고압호스,2
인쇄재료 7종 구매,2
덮개 등 12항목 구매(총포),2
광선 분산기 등 3항목 구매(항공),2
기능성침낭 43SE 제조,2
유니버설 조인트 차량 등 38항목 제조(생산능력 기장),2
병리 장비운영소모품(Hbs Ag RGT 등 42품목) 구매,2
24년 지상전술전자전장비 부품(구매),2
24년 전동기 권선 외주정비,2
18-249 프렌치 호른 등 3품목,2
000함 함수추진기 외주정비,2
ASR 심해구조잠수정(DSRV-II) 전망탑 정비,2
PKG함 200KW(PNI) 발전기 정비,2
링크 바퀴 실린더용 등 16항목 제조(기동-생산-027-재,2
확성기  영구 자석식,2
전자 구성품 조립체 등 3항목 제조(특무)		,2
어댑터 연결기용(어댑터) 등 16항목 구매(특무),2
인명구조용 수륙양용 에어보트 제조(특-24-물-38),2
K1전차 계전기 구매,2
공마대등4종구매,2
24년 신궁 부품(구매),2
의장 영관예식도 구매,2
모니터  텔레비전식 1종 구매,2
해병대 이동정비용밴(소형버스  5인승) 구매,2
24년 해군 원격레이더 통합전시기 세트(구매),2
케이블 조립체  전력용 등 3항목 구매(통신),2
파이프  예비가열기용 등 71항목 구매(기장-014),2
(자재) 호스피팅 등 25종 구매,2
(자재) 호스 등 16종 구매,2
윤활유  일반용 9DR 구매,2
24-N-기관단총 조준경 구매,2
공정화물의장시설 신축 시설공사(자동제어),2
튜브 등 15항목 구매(일장-014),2
심 등 22항목 구매(궤도-023),2
원형샌드사포등103종구매,2
매트세척기 2EA 구매,2
(246205-F)쇄석골재 제조납품,2
(246218-E) 관급자재(토목-혼합골재) 제조 납품,2
24-N-대형버스 구매,2
판 식별용(판 식별용) 등 7항목 구매(총포),2
공기압축기  이동식 1EA 구매,2
봉합사 비흡수성 외과용 등 3품목 구매(의무),2
테이프 접착식 등 46항목 구매(항공),2
24년 지상전술전자전장비 부품(구매)(A),2
24년 지상전술전자전장비 부품(구매)(B),2
24년 함정용 부력방탄복,2
24-M-총포류 부속품(소음/소염기) 구매,2
힌지 T-자 관용 등 2항목 제조(기장),2
시료흡입막 등 4항목 구매(화생방),2
집적회로  디지털형 1항목 구매(화생방),2
MTU엔진 일반부품(확산기 등),2
지구측위시스템 구매,2
커플링  축용  가요성용 1종 구매,2
24-06-196 초경량 비행장치 무인멀티곹터 셋트 1품목 ,2
K9자주포 통및막대피스톤등13종 구매,2
2024 병원장비운영소모품(1-2) 구매,2
크립고무밴드등80종구매,2
예비군 야전배낭 구매(육성-1),2
24-해병대 유류(도서-차량) 구매,2
의무장비(형광안저사진기) 구매계약,2
호스 공기흡입용 등 18항목 구매(화생방),2
판 설치용 등 33항목 구매(화생방),2
배전반 등 13항목 구매(화생방),2
개스킷 수통 마개용 등 21항목 구매(화생방),2
수집액 등 8항목 구매(화생방),2
통신 캐패시터(012768069) 구매,2
육상훈련장 호흡용 고압공기압축기 정비,2
기중기정 크레인 외주정비,2
정비지원시설 노후출입문 교체공사(오버헤드도어),2
(246224-B) 24년 예비군 무기진공포장 박스 제조,2
(246256-E) 조끼  방탄복 3형 등 5항목 제조,2
24년 오리콘 코킹기어조립체,2
K1전차 회로카드 조립체 구매,2
0-00호정 함내 배전반 외주정비 ,2
종이가방 3종 구매,2
24년-D-군 표준화차 8량 제조(241044-F),2
24년 현궁 부품(축전지류),2
고속상륙정(LSF-I) 부양팬 정비,2
차폐 개스킷 전자식 등 34항목 구매(특무),2
25사단 사령부 간부숙소 신축 관급자재(타일) 제조,2
25사단 70-2대대 병영생활관 관급자재(타일) 제조,2
해병대 드라이 세탁기 1대 구매,2
브레이크오일교환기 2EA 구매,2
장갑 보조용 소화기 파편방호용 등 54항목 제조(궤도),2
GPS 재밍대응 신호처리장치(제조),2
전원공급기 8EA 구매,2
세척키트  총포용 2종 제조,2
ㅇㅇ함 무인기뢰처리기 데빗트 외주정비,2
TA-50 Block2 지원장비류,2
2024년 외과장비운영소모품(5-1) 4품목 구매(2),2
위성전군방공경보체계부품(제조),2
제습포 등 16항목 구매(총포),2
병영도서관 도서 구매,2
24년 000부대 계란등 140품목,2
자동전압조절기 구매,2
갑판피복 경량급 미끄럼방지용 1종 제조,2
통통작키 1대 구매,2
24년 국가기술자격검정 굴삭기VR 운전시뮬레이터 구매,2
24-D-트레일러 2종 제조,2
(246307-C) 피아식별띠 제조,2
안전조사용 무인항공기 등 3종 제조·구매(24-24),2
변속기 해드조립체 등 55항목 제조(일장-생산-015),2
초코 조각케이크,2
따먹는 티라미수,2
화학작용제 탐지장비(K-CAM2) 시험장비 제조,2
(24-급-034) `24-2차 경축특식(크로플) 계약,2
(247322-C) 2인승 동력 PG 구매,2
24-224차 데스크톱컴퓨터 제조납품,2
(육성) 00부대 야간투시경 제조 납품,2
00지역 경계시설 통신공사 관급자재 FC관 제조 납품,2
헌병행사복 제조,2
(246290-C) 5.56밀리 철사띠상자 등 3개 품목 제조,2
16년 의료용 산소충병 및 용기검사,2
OO부대 훈련장 공중동작시설 자동화체계(23-신-12-6),2
24년 KAAV 해수추진장치 외주정비,2
에어프라즈마 절단기 3EA 구매,2
토손바 테프 등 5항목 구매(물자),2
24-덕-밀 사인에이지 구매 설치,2
사격 훈련장비세트(제조),2
시료흡입막 1항목 구매(화생방),2
K77지휘차 회로카드조립체 등 2종 구매,2
24-N-헬기 시동/정비 전원공급장치 제조,2
가스보일러 13 000kcal,2
K21 베어링 볼형 등 5종 구매 ,2
K9자주포 나사등28종 구매,2
24-D-54톤 트랙터(야드용) 구매(241050-F),2
24-D-마트용 종이봉투 제조,2
24년 아스팔트 재포장 관급자재(개질아스콘 제조),2
‘24년10~12월 부대조달 부식(집게맛살튀김)제조/구매,2
‘24년10~12월 부대조달부식(돈가스 8품목) 제조/구매,2
육-00부대 전투원용 무전기 체계 제조/납품,2
24년 000부대 삼겹살 등 130품목,2
24년 잠수함용 측심기(VE-5900) 정비,2
(특무) 덮개  전자통신 장비용 등 11품목 구매,2
24년 10~12월 부대계약(빵류) 구매,2
(247267-D) 3.5톤 유조차 제조,2
24년 계기착륙장치(ILS) 부품(제조),2
조준장치(81mm박격포-Ⅱ용),2
축 차륜용 구동-비구동식 등 1항목 제조(생산)(궤도),2
총포 계전기 등 3종 구매,2
24년 예비군 육성(응급처치킷/야전지혈대) 제조/구매,2
24년 오리콘 사격통제장치 부품류(외주정비),2
운송 및 저장용기 1항목 제조(일장-제조-014),2
실린더 조립체 작동식 8항목 제조(일장-제조-015),2
2024 K10신형제독장치 부품(구매),2
24년 AM무전기 부품(구매),2
24년 000부대 휴대용 금속탐지기 세트 구매,2
수중청음기  수중 음파탐지기용 1EA 구매,2
(246311-E) 분석용 고성능 PC등 2품목 (리스자산),2
브레이크 슈 세트 등 9항목 제조(기동-생산-004-재),2
버팀대 갑판시일용 등 79항목 구매(일장-030)재,2
전동기 제어식 등 3항목 구매(일장-023)재,2
송신기 유압용 등 9항목 구매(일장-028)재,2
탐조등  등 59항목 구매(일장-026)재,2
필터 엘리먼트 유체용 등 52항목 구매(일장-029)재,2
통신 트랜지스터(37A206469) 구매,2
타이어  공기압식 등 16항목 제조(기동-014),2
24년 일반장비(공기압축기) 구매,2
발칸 케이스 구매,2
충전기 전지용(K105A1),2
펌프조립체  엔진냉각수용 등 7항목 제조(기동-015)재,2
(자재) 마봉강 등 10품목 구매,2
다기능접속장치(MFE) 유선카드조립체 대체픔 개발,2
전압 조정기 등 12항목 구매(궤도-006),2
(일장) 장갑전투도자 리테이너 패킹용 구매,2
 K21 베어링 등 2종 구매,2
바다로서비스 포장박스 제조 납품,2
밸브  회전식 등 35항목 제조(일장-생산-018)재,2
[24-육-221] 주전산기 교체사업(장군인사)(리스물건),2
브래킷트  윈치용 등 20항목 구매(기동-013)재,2
24년 함정 헬기유도등 장치 정비,2
(정비) 동절기 귀마개 등 29종 구매,2
(정비) 자외선차단 보호안경 등 27종 구매,2
(정비) 용접가죽장갑 등 34종 구매,2
(화공) 니켈광택제지 등 6종 구매,2
(화공) 실리콘 등 9종 구매,2
(일장) 장갑전투도자 호스조립체 비금속제 구매,2
(일장) 다목적굴착기 절연체 등 5품목 구매,2
(항공) UH60 슬리브 등 2종 구매,2
DBMS SW 직접구매 및 설치사업(리스물건),2
레버  수동제어식 등 2종 구매,2
국지방공레이더 일반물자 부대정비 (차량부  레이더),2
분배함 등 1항목 구매(기동-026)재,2
K1전차 슬리이브 구매,2
영내관사 액화석유가스(LPG) 공급계약 의뢰,2
(특무) 덮개 전자통신 장비용 등 11품목 구매,2
K5방독면 8차 양산,2
발전기 엔진보조용[TICN용],2
암  백미러용 등 51항목 구매(기동-028)재,2
항법 계기비행 모의훈련장비  개발 재료 구매,2
판  지지용  축용 등 74항목 구매(일장-032)재,2
24년 재투자 의무장비(손세척대) 구매,2
윤활유 일반용 9DR 구매,2
[신궁 부품]전지(재충전불가식) 제조,2
24년 상용차량 구매(3.5톤 무진동 윙바디 1대),2
24년 상륙돌격장갑차(KAAV) 최종구동장치 외주정비,2
K21 집적회로 등 64종 구매,2
바나나우유 구매,2
해상사격표적(풍선 등 2종) 구매,2
16-해-물류창고 승강기 제조 설치,1
ALT/GPT 등 58종(의무장비시약),1
데타손 연고 0.25% 등 38종(의약품),1
탄력스타킹 등 43종(의료기재),1
OO CBT 하드웨어 및 SW 구매/설치,1
중형 굴삭기 크라샤 구매,1
아령정리대 등 9종,1
파병티셔츠 등 30종,1
2017년 임상병리 소모품 구매(연간 단가계약),1
창  관찰용 등 8항목 구매(궤도),1
인젝터  연료용 등 2항목 구매(궤도),1
빅데이터  악성코드  백업시스템 체계 구축,1
17년 복지시설 소모품 구매(연간 단가계약),1
특수수사장비세트 구매,1
Filter Paper 등 70종,1
열영상 감시 CCTV 영상공유 변환장비 구매사업,1
16-공-울템용 3D프린터 1EA 구매 설치,1
물자 정비재료 43종 구매,1
16-1차 프린터 도입사업 등 2건 통합리스,1
SSD 등 11종,1
스미스머신 등 14품목 구매,1
차량용 방수포(호루) 등 196품목 구매,1
승차식 제초기 등 13종,1
정통대대 토너(검은색) 등 44종(16-336),1
17년 청소 및 위생용품 구매,1
지지목 등 40종 구매,1
17년 의약품 구매(연간 단가계약),1
의료기재(electrode Na 등 18종)구매,1
장교동행사복 등 19종,1
YRP중학교 높이조절 책상 구매,1
다이아프램 등 8종,1
복지정보체계 장비교체사업 리스,1
사철둥근양장 제작/구매,1
보일러 등 88종,1
무전기세트 집적회로 등 15 항목 구매(물품),1
16-4차 정보화 운영재료 구매,1
연구소 화생방연구활동 재료비 초자 구매,1
스파이더직접회로 등 39항목 구매(물품),1
이동식 럭비골대 설치납품,1
‘16년 후반기 전장관리체계 운영용품구매,1
인쇄재료 6종 구매,1
정비재료(천막지퍼 등 133종) 구매,1
16-9차 전산용품 구매,1
이동형 GPS 중계기 구매,1
의약품(캐롤에프정 등 41종)구매,1
저고도탐지레이더 증폭기구매,1
16년 군수부대 창고 중량물 저장대(팔레트랙),1
배구부 운동용품(배구공 등 7품목),1
2016년 전기도서 구매,1
과학화 경계시스템 노후부품 교체 설치,1
16-261 환풍기 등 133종,1
전원보호 장치(UPS) 제조 납품,1
다목적 경계지원차량(굴절고소차) 구매,1
팬모타 등 81품목,1
맥그립 줄자 등 81품목,1
교육용 회전익 비행체 및 부수기재 구매,1
USB 출입통제체계 구축 사업,1
재난구조 보호물자(공기호흡기세트 등 3종) 구매,1
특화임무 장비 및 물자(드론세트 등 6종) 구매,1
의료시약(LDH 외 49종),1
대형 디지털 프린터 등 2종 구매설치,1
물자 정비재료(사무비품  냉장고) 구매,1
중학교 울타리 CCTV시스템 보강,1
봉투(대) 등 2항목 구매(물자),1
유압필터 등 31종 구매,1
탄약정비용 전자스텐실기 등 7종 구매,1
화이트보드 지우개 등 137종,1
의료기재(정맥주사 실습 팔 모형 등 2종),1
00부대 장간조립교 자재 제조납품,1
00부대 이글루 탄약고 제습기 제조설치(2),1
NVR 등 68품목,1
서보모터 등 5종,1
에어캡 완충제 등 55종,1
CPR 교육용 인형 등 5종,1
00지역  광 단국장비 제조설치,1
안정기 등 35종 구매,1
시계드라이버 세트 등 344종 구매,1
16-잠수함 전투복 제조 납품,1
1891부대 부대조달 구매 (공구류),1
153볼펜 등 217종,1
16년 상용무전기(H/T) 구매사업,1
00지역 화면체계 보강 설치납품,1
00부대 직할부대 안전휀스 설치납품(3개소),1
뉴젤 청정기 등 2종,1
형광램프 외 36종 구매,1
접이식 캐노피 천막 등 132종 구매,1
001연대 탄약고 경계시설cctv 제조 설치납품,1
출입통제기 등 5종 구매,1
상용타이어 등 60품목,1
방독마스크 등 381종,1
워킹 만보계 등 40종,1
16년 비디오월 교체사업 등 8건 리스,1
공구함 스텐레스형 등 517종,1
쉴드케이블 등 233종,1
(16-318)항공장구[고공낙하산(PD)],1
압축공기시스템 등 1종 구매,1
베어링도금기 1AY,1
0000시스템 교체 리스,1
16-작-감시카메라(CCTV) 제조 설치,1
후가공 3종 제작/구매,1
냉장고 등 7종 구매,1
케이엠시프겔 등 94종 구매,1
16-호이스크레인 제조/설치,1
고속절단기 등 10품목,1
수정테이프 등 158종 구매,1
식자재 000종 구매(단가계약),1
00부대 통신장비용 UPS 구매설치,1
B50-FreeCL 등 40종(의무장비시약),1
염화칼륨 주 3% 등 78종(의약품),1
지뢰제거작전용 방탄조끼 등 9종 구매,1
전동 견인차(TONGUE LIFT TRAC) 1종 2점 구매,1
B1/사령부 교환기 교체사업(가구),1
농구부 운동용품 구매(농구화 등 9품목),1
16년 CBT교실 구축사업(리스물건),1
회전노즐 등 146종 구매,1
온도센서 등 167종 구매,1
하이드로콜로이드 밴드 등 37종(의료기재),1
방탄헬멧 구매,1
16-본-공-3 객실관리 시스템 제조설치,1
16-본-공-3 합성수지제문 제조설치,1
모닝 타이어 등 28종,1
벤치프레스 등 10종,1
의료기재소모품(Curettes 외 142종)구매,1
사무비품 정비재료 52종 구매,1
회로카드시험기 등 1종 구매,1
무선망 통합장치(콤바이너) 제조 및 설치,1
CCTV 영상 저장매체 구매,1
00부대 이전사업 합성수지도어 제조설치,1
구리양극봉 등 6종,1
작전용 장갑 등 14종 구매,1
3/4분기 전산운영예산(토너 등 22종),1
봉합재 키트,1
필터엘리먼트 등 46종,1
실린더 라이너 등 62종,1
16-동-ㅇㅇ항 휀더 제조 납품,1
FILTER PAPER 등 29품목,1
복사용지 등 269종 구매,1
매립형 XLR 커넥터 등 111종,1
시설자재(레미탈 외 100종)구매,1
베어링  슬리브형,1
기계공작 및 용접장비(밀링머신 등 6종) 구매,1
E-737 항공기 도킹시스템 제조,1
16-덕-6차 전산운영용품 구매,1
00부대 관급자재(조명기구) 제조 설치,1
00부대 이전사업 합성수지창호 제조설치,1
00학교 교과서(진단적 검사와 간호 등7종) 구매,1
판석 등 3종 구매,1
00지역(연천) 병영도서 구매(2차),1
아파트 보일러 구매 / 설치,1
00부대 무인레이더 장비 구매 설치,1
디지털인쇄재료 23종 구매,1
UTP케이블 등 180종 구매,1
00부대 이글루 탄약고 제습기 제조설치(5),1
탐조등 5EA,1
군어린이집 교재교구 구매,1
16-3차 복지기금(자산성비품) 운동기구 구매,1
16-3차 복지기금(자산성비품) 가구 구매,1
무선 계측기 구매,1
축구공 등 680종 구매,1
제청도장기 방폭등 등 35종 구매,1
자동화 사격장비 제조 설치납품,1
디지털 인쇄장비 구매 및 설치,1
GNSS 측량장비 구매,1
00지역 가스보일러 철거 및 설치납품 (70세대),1
17년 식자재 구매,1
17년 설 경축특식 계약 의뢰,1
17년 충성대신문(제163호~168호) 제작,1
간장 고추지 등 12종,1
돈등뼈 등 10종,1
임시명찰 등 2품목 구매,1
17년 생도증식(건포도 등 146종) 구매,1
17년 예비군 도시락 납품(1권역),1
17년 예비군 도시락 납품(2권역),1
17년 예비군 도시락 납품(3권역),1
17년 설날 경축특식 호두과자 구매,1
13-본-국대-01 00학교 가구 및 비품 제조설치,1
2017년 난방연료,1
예비군 도시락 납품업체 선정 공고(1권역),1
17-P-청룡회관 전반기 식자재 납품,1
00부대 예비군 도시락 제조납품,1
0부대 중대시설 분전반 제조설치(16-312),1
00부대 중대시설 조명기구 제조납품(16-314),1
예비군 도시락 제조납품(경상남도 1권역),1
예비군 도시락 제조납품(경상남도 2권역),1
17년 예비군 도시락 제조납품(5권역),1
토양정화사업 액화석유가스(LPG) 구매,1
M55A1자주포 중간바퀴용구매,1
발칸 브레이크판B등5종구매,1
천마 나사등22종구매,1
17년 예비군 도시락 제조납품,1
방사선필름 등 4종 구매,1
천마 회로카드조립체등2종구매,1
5톤 링등26종구매,1
충전기 저항기등80종구매,1
치과재료(덴쳐바 등 265종) 구매,1
일반의약품 506종 구매,1
해외파병 예방약품 9종 구매,1
2017년도 생도증식(가지 등 325종) 구매,1
외과장비운영소모품(마취기병원용) 41종 구매,1
17-K-청룡회관 액화석유가스(LPG),1
라면류 등 9종,1
빵류 등 10종,1
17년 예비군 도시락 제조납품(6권역),1
브라운포셉 등 6품목(의무),1
수산화칼슘 1품목 구매(물자),1
공업용소금 1품목 구매(물자),1
LFN00000000,1
흑구습구온도계 4항목 구매(의무),1
25톤(타타) 덤프 와이퍼 등 24항목 구매(해파  기장),1
렉스턴 사이드 에어백 등 69항목 구매(해파  기장),1
스타렉스 에어컨 필터 등 108항목 구매(해파  기장),1
차아염소산나트륨 등 5품목 구매(물자),1
잔류염소측정시약 등 5품목 구매(물자),1
음료류 등 10종,1
과자류 등 10종,1
쇠고기육포 등 5종,1
프로파세타몰주 등 92항목 구매(의무),1
K1전차 베어링등10종구매,1
K1전차 그로밋등20종구매,1
17년 은마회관 식자재 계약,1
17년 영내자용 떡 및 케이크 구매,1
감자수제비 등 94종,1
외과장비운영소모품(관절내시경 등) 30종 구매,1
외과장비운영소모품(근전도기 등) 84종 구매,1
외과장비운영소모품(흉복강경 등) 21종 구매,1
17년 설날 경축특식 빵세트 구매,1
제도지 등 2품목 구매(물자),1
표백제 1품목 구매(물자),1
17-00학교 연간 도서구매(약 000권),1
돈삼겹(국내산) 등 9종,1
M48전차 베어링등4종구매,1
M48전차 시일링등16종구매,1
봉합사류(봉합사 등 78종) 구매,1
수술포류(수술모 등 34종) 구매,1
17년도 공군회관(식자재)공산품 399종(연간)구매,1
17년도 공군회관(식자재)냉동수산물 119종(연간)구매,1
17년도 공군회관(식자재)야채 과일 258종(연간)구매,1
17년도 공군회관(식자재)축산물 육류 79종(연간)구매,1
에이스가든 식자재(생가지외 322품목),1
초음파 세척기 제조,1
중요시설경계시스템 1차사업,1
4개 개편부대 조명등 제조납품(정정공고),1
다목적작업차,1
감자전분 등 211품목(덕산스포텔),1
우갈비 등 15품목 (덕산스포텔),1
17년 영선보수자재 구매,1
16-59-1 관급자재[글라스울샌드위치 판넬 구매(설치)],1
스킨코튼 플러스 등 125종 구매,1
