bidID,참가수,공고번호,공고차수,판단번호,항목번호,입찰명,발주기관코드,발주기관,개찰일시,낙찰업체코드,낙찰업체상호,대표자,업체주소,낙찰률,낙찰금액,카테고리,pick_keywords,군 분류,계약방법
2969,325,UMM0554,1,28284,***,00지역 영상전송체계 노후장비교체사업(1),UMM,국군재정관리단,2016-09-01 11:00:00,AC1A1,주식회사 명품코리아,조소정,충청남도 금산군 부리면 인삼약초공단1로27,88.0311,63235376.0,"10종, 7종","영상, 장비",기타,제한경쟁
2970,24,UMM0553,1,27897,***,13-본-국대-01 00학교이전 주차관제 제조 설치,UMM,국군재정관리단,2016-09-01 11:00:00,C928B,주식회사 위쥬테크,이용표,경기도 광명시 하안로108-0 (소하동) 에이스광명타워 1115호,88.058,154402000.0,4종,제조 설치,기타,제한경쟁
2971,339,UMM0556,1,27737,***,00지역 영상전송체계 노후장비교체사업(4),UMM,국군재정관리단,2016-09-01 11:00:00,BA457,송림기술주식회사,김도현,"서울특별시 구로구 디지털로27길 24, 벽산디지털밸리1차 504호(구로동)",87.9952,76110854.0,"10종, 7종","영상, 장비",기타,제한경쟁
2972,50,UMM0547,1,27329,***,전반기 전장관리체계 운영용품 구매사업,UMM,국군재정관리단,2016-09-01 11:00:00,G897C,(주)창조유통산업,최명철,"광주광역시 서구 상무중앙로7, 5층(치평동, 상무타워)",87.9966,107301310.0,10종,사업,기타,제한경쟁
2973,49,UMM0550,1,27193,***,000 부대 교환기 교체사업,UMM,국군재정관리단,2016-09-01 11:00:00,2302F,주식회사 아이티센씨티에스,권창완,"경기도 과천시 과천대로12길117 제이동 801호, 802호, 901호(갈현동, 과천펜타원)",83.2791,2328324000.0,10종,사업,기타,일반경쟁
2974,8,UMM0549,1,27192,***,000 부대 PC 교체,UMM,국군재정관리단,2016-09-01 11:00:00,CEFA2,(주)컴트리,이숙영,"서울특별시 금천구 가산디지털1로30,1712호 (가산동,에이스하이엔드타워10차)",88.3292,466514282.0,2종,PC,기타,제한경쟁
2975,2,MDG0097,1,27763,***,2016년 의무장비(원심분리기 세포형) 구매,MDG,국군의무사령부,2016-09-01 11:00:00,H82EC,라온메디텍,이범석,"서울특별시 구로구 공원로3, 907호 (구로동, 선경오피스텔)",66.5865,19680000.0,"7종, 8종","의무, 장비",기타,일반경쟁
2976,4,MDG0094,1,27753,***,복지기금(자산성비품) 트레드밀 구매,MDG,국군의무사령부,2016-09-01 11:00:00,D76D2,폴리텍,조예자,서울특별시 관악구 조원로16길27-0 (신림동),88.521,5767000.0,2종,비품,기타,일반경쟁
2977,3,MDG0095,1,27752,***,2016년 의무장비(기초레력진단시스템) 구매,MDG,국군의무사령부,2016-09-01 11:00:00,FD1AF,주식회사 메디시온,김경호,경기도 고양시 덕양구 삼막1길3(오금동),88.5107,26200000.0,"7종, 8종","시스템, 의무",기타,일반경쟁
2978,2,MDG0096,1,27751,***,2016년 의무장비(원심분리기 대형) 구매,MDG,국군의무사령부,2016-09-01 11:00:00,GBCCF,주식회사 하나메디랩,박철민,경기도 고양시 덕양구 무원로6번길12-0 (행신동) 대흥빌딩 711호,88.6562,13200000.0,"7종, 8종","의무, 장비",기타,일반경쟁
2980,10,LGT0022,1,28269,***,00부대 경계울타리 제조설치납품(16-118),LGT,제2307부대,2016-09-01 11:00:00,C29AA,(주) 나이스,이영이,울산광역시 울주군 웅촌면 웅촌로 398(),88.1436,26857600.0,4종,울타리,육군,일반경쟁
2981,58,LCG0094,1,27929,***,16-6차 전산운영용품 구매,LCG,육군본부,2016-09-01 11:00:00,GBDB7,인텍,이미숙,경기도 부천시 원미구 삼작로280번길21-19 (도당동),88.1188,25836650.0,2종,전산,육군,제한경쟁
2982,22,MCS0105,1,27962,***,00단 연병장 인조잔디 제조 설치납품,MCS,국방부계룡대근무지원단,2016-09-01 10:30:00,F2849,주식회사 앙투카에스엘,김욱,"강원특별자치도 춘천시 퇴계공단1길5 (퇴계동,농공단지)",83.4066,274428000.0,"10종, 4종","잔디, 제조 설치",국방부직할,일반경쟁
2983,10,SFG0110,1,27955,***,방한모자 등 53종,SFG,제9181부대,2016-09-01 10:30:00,GA57D,주식회사 라일락,조순향,"서울특별시 성북구 돌곶이로28길19-0 (장위동,301호)",82.6623,67852500.0,미분류,,해병,일반경쟁
2984,3,SDQ0029,2,27664,***,"접속장치,입출력용 등 13종(2-2)",SDQ,해군제2수리창,2016-08-31 14:30:00,D245E,세일상사,임흥수,"경기도 평택시 포승읍 평택항로517, A동6호",84.0359,6930000.0,7종,장치,해군,제한경쟁
2985,3,SDQ0028,2,27672,***,큐비클 등 8종 433점,SDQ,해군제2수리창,2016-08-31 14:30:00,E8E46,동진상사,윤영현,"경기도 평택시 평택5로34번길48, 402호(합정동)",84.5322,9244000.0,미분류,,해군,제한경쟁
2986,8,EHD0139,1,7010,***,헬멧 위장포,EHD,물자계약팀,2016-08-31 11:00:00,0005F,삼부산업 주식회사,노석우,경기도 광주시 옥토골길33-44 (태전동),86.2736,697915000.0,미분류,,국방부직할,일반경쟁
2987,24,UMM0546,1,27801,***,000체계 전산물품(서버 등 2종) 구매,UMM,국군재정관리단,2016-08-31 11:00:00,H041E,주식회사 시스텍,고윤안,"경기도 안성시 대덕면 서동대로4726, 중앙대학교 생활과학관 609관 2층",88.006,73801000.0,미분류,,기타,제한경쟁
2988,37,UMM0542,1,27712,***,문서회의체계 교체사업,UMM,국군재정관리단,2016-08-31 11:00:00,A8B63,(주)동진정보통신,이화원,부산광역시 수영구 장대골로75-5 (광안동),88.0407,76310790.0,10종,사업,기타,제한경쟁
2989,17,UMM0544,1,27690,***,접이식 바리케이트 3종 제조,UMM,국군재정관리단,2016-08-31 11:00:00,FD841,주식회사아성금속,김준영,광주광역시 광산구 진곡산단4번로31-32 (진곡동),88.2188,65778130.0,미분류,,기타,제한경쟁
2990,297,UMM0551,1,27470,***,00지역 영상전송체계 노후장비 제조설치(2),UMM,국군재정관리단,2016-08-31 11:00:00,BB1D4,대진전자통신주식회사,설진길,부산광역시 부산진구 전포대로256번길 20-4(),87.9992,89404000.0,"10종, 4종, 7종","영상, 장비, 제조설치",기타,제한경쟁
2991,308,UMM0552,1,27442,***,00지역 영상전송체계 노후장비 제조설치(3),UMM,국군재정관리단,2016-08-31 11:00:00,DE635,주식회사 디에이치미디어테크,신용인,"경기도 부천시 오정구 석천로397, 101동 909호 , 910호(삼정동, 부천테크노파크쌍용3차)",88.0027,86293990.0,"10종, 4종, 7종","영상, 장비, 제조설치",기타,제한경쟁
2992,89,UMM0543,1,27263,***,00지역 자동제어 시스템 구매설치,UMM,국군재정관리단,2016-08-31 11:00:00,B9497,(유)목양,이상근,충청남도 논산시 연무읍 연무로 320(),88.0272,110098168.0,7종,시스템,기타,제한경쟁
2993,2,SDF0095,1,27757,***,스텐차단봉 등 7종,SDF,제5738부대,2016-08-31 11:00:00,C9F91,드림오피스,이미숙,경상북도 포항시 남구 동해안로 5934(),90.164,2100000.0,미분류,,해군,제한경쟁
2994,3,SDF0094,1,27748,***,프린트 토너(재생),SDF,제5738부대,2016-08-31 11:00:00,F10D4,케이알에스,이상일,대구광역시 북구 검단동569-3,57.7559,2525000.0,2종,토너,해군,일반경쟁
2995,5,SDF0087,3,26670,***,의료기재 (Kirschner Wire 등 9종) 구매,SDF,제5738부대,2016-08-31 11:00:00,H18BB,MK메디칼,조노희,"충청북도 청주시 서원구 수곡로99번길32-2, 101호(수곡동)",99.0646,4170000.0,8종,의료,해군,일반경쟁
2996,8,MDS0016,1,27589,***,000사업 워크스테이션 구매 설치,MDS,제3707부대,2016-08-31 11:00:00,C91F4,야은정보시스템,김경진,경상북도 구미시 야은로25길3-0,88.2019,132350000.0,10종,사업,육군,제한경쟁
2997,3,LKP0086,1,28063,***,M2 장간조립교 정비용역(사후52-2차),LKP,5군수지원사령부,2016-08-31 11:00:00,H607E,신우산업,강행순,경상남도 김해시 한림면 김해대로1099번길117-0,87.9209,40219500.0,10종,용역,육군,일반경쟁
2998,2,LKG0025,1,27933,***,A연대지역 이동형중계기 등 8종 설치납품,LKG,육군제53보병사단,2016-08-31 11:00:00,EDFA2,주식회사연화엠텍,김종엽,경기도 안양시 만안구 전파로44번길36-0 (안양동),97.267,67549900.0,미분류,,육군,제한경쟁
2999,2,LCF0848,1,27093,***,"밸브,체크형 등 27항목 구매(기장)",LCF,육군군수사령부,2016-08-31 11:00:00,H369E,콩앤별,조경숙,서울특별시 영등포구 영등포로356 (신길동) 우성상가 2층 3호,99.255,104188300.0,4종,밸브,육군,제한경쟁
3000,4,HCC0100,1,27851,***,"바, 금속제 등 12품목",HCC,해군제1수리창,2016-08-31 10:30:00,E68A5,삼동유통상사,김성준,강원특별자치도 동해시 동해대로5054 (효가동),73.9113,7470000.0,9종,금속,해군,일반경쟁
3003,4,SCH0241,1,27809,***,영상코덱 4대 구매,SCH,해군작전사령부,2016-08-31 10:30:00,GA21E,구루멘토링 주식회사,최동양,"서울특별시 구로구 디지털로243, 705호(구로동, 지하이시티)",83.4849,34450000.0,10종,영상,해군,일반경쟁
3004,6,MCS0107,1,28019,***,쇼핑백외 1종 구매,MCS,국방부계룡대근무지원단,2016-08-31 10:30:00,GBF6E,우진통상,서향숙,충청남도 계룡시 엄사면 엄사리비사벌아파트 상가동 207호,76.5227,9149800.0,미분류,,국방부직할,일반경쟁
3005,2,LHQ0030,1,27926,***,2수송교육단 교육대 냉방기 설치납품,LHQ,제2작전사령부,2016-08-31 10:30:00,A1CA2,에스이디 주식회사,김건형,"대구광역시 중구 국채보상로150길89, 202호(삼덕동3가)",91.0028,51890000.0,2종,교육,육군,제한경쟁
3006,32,EHD0136,1,1C651,***,목도리,EHD,물자계약팀,2016-08-30 17:00:00,E5144,주식회사 나루지엠에스,조승현,"서울특별시 서초구 사임당로19길 40-8,  2층(서초동)",87.9986,171126470.0,미분류,,국방부직할,제한경쟁
3007,14,EHD0130,1,1A31C,***,간부 정복/근무복(보충),EHD,물자계약팀,2016-08-30 16:00:00,C556B,주식회사 무궁화용사촌에프앤씨(F&C),이상길,"대전광역시 서구 영골길82-76, 2층 (오동)",88.5221,3630381046.0,미분류,,국방부직할,제한경쟁
3008,11,EHD0135,1,1A63C,***,공군간부 정복/근무복(초도),EHD,물자계약팀,2016-08-30 16:00:00,0390F,삼한섬유,권성석,경기도 하남시 하남대로861번안길 30-4(덕풍동),88.224,1014248000.0,미분류,,국방부직할,제한경쟁
3009,11,EHD0134,1,1A61C,***,해군해병 간부 정복/근무복(초도),EHD,물자계약팀,2016-08-30 16:00:00,C556B,주식회사 무궁화용사촌에프앤씨(F&C),이상길,"대전광역시 서구 영골길82-76, 2층 (오동)",89.5746,1627323191.0,미분류,,국방부직할,제한경쟁
3010,12,EHD0133,1,1A57C,***,공군사병 근무복(체촌),EHD,물자계약팀,2016-08-30 16:00:00,2397F,제일피복공업 주식회사,류정위,경기도 파주시 법원읍 부흥로21번길 1020(),88.0422,2437922000.0,미분류,,국방부직할,제한경쟁
3011,11,EHD0132,1,1A56C,***,해병사병 근무복(체촌),EHD,물자계약팀,2016-08-30 16:00:00,2397F,제일피복공업 주식회사,류정위,경기도 파주시 법원읍 부흥로21번길 1020(),88.0972,1655176000.0,미분류,,국방부직할,제한경쟁
3012,10,EHD0131,1,1A50C,***,해군사병 정복(체촌),EHD,물자계약팀,2016-08-30 16:00:00,0137F,주식회사 신한모드,김희모,서울특별시 영등포구 당산로31길19-0 (당산동3가),88.5927,815030440.0,미분류,,국방부직할,제한경쟁
3013,4,LCF0843,1,27438,***,디지털 모뎀 집선기 수리부속 13항목 구매(물품),LCF,육군군수사령부,2016-08-30 14:30:00,H0136,주식회사 지컴,김윤창,충청남도 천안시 동남구 풍세면 풍세산단1로43-0,88.5599,93453500.0,9종,수리부속,육군,제한경쟁
3014,10,LCF0842,1,27609,***,항공장비 오실로스코프 구매(물품),LCF,육군군수사령부,2016-08-30 14:30:00,G90E0,주식회사 에이치앤아이씨,정용훈,"서울특별시 금천구 가산디지털1로171, 10층 1009호 1010호 1011호(가산동, 가산에스케이브이원센터)",88.0124,37101380.0,"2종, 7종, 9종","물품, 오실로스코프, 항공",육군,제한경쟁
3015,2,LCF0841,1,27605,***,비강지혈거즈 1항목 구매(물품),LCF,육군군수사령부,2016-08-30 14:30:00,C7162,(주)세이팜,박영식,서울특별시 영등포구 가마산로46길3-0 (대림동),89.3063,44960390.0,"2종, 8종","물품, 지혈",육군,제한경쟁
3016,5,LCF0844,1,27455,***,다기능 접속장치 수리부속 등 14항목 구매(물품),LCF,육군군수사령부,2016-08-30 14:30:00,H0136,주식회사 지컴,김윤창,충청남도 천안시 동남구 풍세면 풍세산단1로43-0,88.346,123980570.0,9종,수리부속,육군,제한경쟁
3018,9,LCF0838,1,27531,***,와이어로프 등 5항목 구매(물자),LCF,육군군수사령부,2016-08-30 11:00:00,D17B7,성진실업,성은하,"서울특별시 양천구 목동동로100, 1329동 1층 105호(신정동, 목동신시가지아파트13단지)",88.0439,27895294.0,4종,와이어로프,육군,제한경쟁
3022,13,UMM0471,1,27574,***,헌병우의 등 2종 제조,UMM,국군재정관리단,2016-08-30 11:00:00,GA57D,주식회사 라일락,조순향,"서울특별시 성북구 돌곶이로28길19-0 (장위동,301호)",88.3086,51374700.0,미분류,,기타,제한경쟁
3023,3,SFH0074,1,27799,***,도서구입(완벽하지 않은 것들에 대한사랑 등 41품목),SFH,제9196부대,2016-08-30 11:00:00,GBC83,(주)보니스북,김경모,"인천광역시 계양구 계양문화로54,1001-138호 (계산동, 대산월드프라자)",90.0036,4995280.0,"10종, 2종",도서,해병,제한경쟁
3024,5,SDF0093,1,27627,***,의약품(울트라셋 등 17종) 구매,SDF,제5738부대,2016-08-30 11:00:00,E1BD4,주식회사 이레팜,이동현,"경기도 안양시 동안구 경수대로604-0 (호계동, 대명빌딩)",81.3564,4000000.0,8종,의약품,해군,일반경쟁
3026,4,HCC0099,1,27505,***,토너 등 10종,HCC,해군제1수리창,2016-08-30 10:30:00,E68A5,삼동유통상사,김성준,강원특별자치도 동해시 동해대로5054 (효가동),84.8809,6180000.0,2종,토너,해군,일반경쟁
3037,13,UMM0472,1,27377,***,리치스테이커 타이어 구매,UMM,국군재정관리단,2016-08-30 10:30:00,G90E0,주식회사 에이치앤아이씨,정용훈,"서울특별시 금천구 가산디지털1로171, 10층 1009호 1010호 1011호(가산동, 가산에스케이브이원센터)",88.2487,48405240.0,9종,타이어,기타,제한경쟁
3038,2,UMM0464,2,26787,***,카트리지 필터 248개 제조,UMM,국군재정관리단,2016-08-30 10:30:00,DF965,필터서비스코리아,박광규,인천광역시 부평구 평천로141번길38-0 (청천동),97.1482,50468000.0,9종,필터,기타,제한경쟁
3039,4,SFG0111,1,27959,***,보호대 등 9종,SFG,제9181부대,2016-08-30 10:30:00,G5C59,주식회사 해피코리아,곽양근,울산광역시 울주군 온양읍 화산발리로627-0,88.8953,14927526.0,미분류,,해병,일반경쟁
3040,9,SEE0040,1,27658,***,공사용 관급자재(조명기구) 제조,SEE,제9해병여단,2016-08-30 10:30:00,AA630,주식회사 성안,김성홍,경상북도 영천시 상록8길15 (야사동),88.0441,34034735.0,"4종, 9종","공사, 관급자재",해병,일반경쟁
3041,5,SCH0237,1,27519,***,감자수제비 등 93종,SCH,해군작전사령부,2016-08-30 10:30:00,D4976,한샘유통 주식회사,유임묵,경기도 평택시 포승읍 여술2길25,83.2636,128459000.0,1종,감자,해군,일반경쟁
3042,35,MCS0103,1,27378,***,CATV 녹화 제어 시스템 설치 납품,MCS,국방부계룡대근무지원단,2016-08-30 10:30:00,BB06F,오푸스(주),허도영,경기도 의정부시 문화로6-0 (고산동)듀클래스A동 836호,83.8241,20195880.0,7종,시스템,국방부직할,일반경쟁
3043,4,MCS0099,2,26907,***,모니터 휠 밸런스기외 1종 설치납품,MCS,국방부계룡대근무지원단,2016-08-30 10:30:00,H0136,주식회사 지컴,김윤창,충청남도 천안시 동남구 풍세면 풍세산단1로43-0,91.3396,10550000.0,2종,모니터,국방부직할,일반경쟁
3045,28,HDK0024,1,27792,***,영내 관사 놀이터 시설물 구매 설치 및 보수,HDK,공군제11전투비행단,2016-08-29 15:30:00,A135E,미르건설 주식회사,김순희,경상남도 사천시 곤양면 남문안길56-0,83.3546,69671300.0,4종,보수,공군,제한경쟁
3046,4,EHA0126,1,4500A,***,에어콤프레샤(22CFM),EHA,일반장비계약팀 (구:19.09.16),2016-08-29 14:00:00,C209D,에이앤지테크,김경훈,"경기도 부천시 오정구 석천로 397, 102동 505호(삼정동, 부천테크노파크쌍용3차)",88.2705,81892000.0,미분류,,국방부직할,제한경쟁
3048,63,MDG0092,1,27296,***,2016년 수송동원함 구매,MDG,국군의무사령부,2016-08-29 14:00:00,H38AD,소망상사,조명애,경기도 남양주시 별내면 용암비루개길140-0,88.2136,5936770.0,미분류,,기타,일반경쟁
3049,7,MDG0093,1,27351,***,2016년 의무장비(손 세척대) 2차 구매,MDG,국군의무사령부,2016-08-29 14:00:00,4934F,다익테크,구남익,서울특별시 강남구 논현로2길55.206(개포동),81.9123,4441000.0,"7종, 8종","의무, 장비",기타,일반경쟁
3050,2,MDG0091,1,27297,***,2016년 의무장비(수액조절기) 구매,MDG,국군의무사령부,2016-08-29 14:00:00,C7162,(주)세이팜,박영식,서울특별시 영등포구 가마산로46길3-0 (대림동),97.6715,2110910.0,"7종, 8종","의무, 장비",기타,일반경쟁
3051,63,MDG0092,2,27296,***,2016년 수송동원함 구매,MDG,국군의무사령부,2016-08-29 14:00:00,H38AD,소망상사,조명애,경기도 남양주시 별내면 용암비루개길140-0,88.2136,5936770.0,미분류,,기타,일반경쟁
3052,2,MDG0089,1,27294,***,2016년 의무장비(한냉요법장치) 구매,MDG,국군의무사령부,2016-08-29 14:00:00,C7162,(주)세이팜,박영식,서울특별시 영등포구 가마산로46길3-0 (대림동),97.4787,4183020.0,"7종, 8종","의무, 장치",기타,일반경쟁
3053,3,MDG0088,1,27293,***,2016년 의무장비(혈액가온장치) 구매,MDG,국군의무사령부,2016-08-29 14:00:00,E186F,주식회사 한스피엠아이,한경아,경기도 군포시 고산로151번길28-0 (당정동) 403호,96.4164,2852000.0,"7종, 8종","의무, 장치",기타,일반경쟁
3054,4,MDG0087,1,27292,***,2016년 재투자 의무장비(의약품냉장고 소형) 구매,MDG,국군의무사령부,2016-08-29 14:00:00,4934F,다익테크,구남익,서울특별시 강남구 논현로2길55.206(개포동),91.1209,3850000.0,8종,의무,기타,일반경쟁
3055,3,MDG0085,1,27290,***,2016년 의무장비(음압유지기 격리병실용) 구매,MDG,국군의무사령부,2016-08-29 14:00:00,D01DF,(주)도원씨앤씨,김경호,전라남도 화순군 화순읍 만연중앙길19,93.0706,4620000.0,"7종, 8종","의무, 장비",기타,일반경쟁
3085,215,MDR0054,2,27146,***,예초기 등 3종 구매,MDR,제9965부대,2016-08-26 14:30:00,GA332,플러스상사,김설옥,경기도 의왕시 복지로98-0 (내손동),88.018,24295220.0,미분류,,육군,일반경쟁
3086,5,EGG0104,1,5025,***,'16년 155밀리 모의적재훈련탄,EGG,유도무기계약팀 (구:19.09.16),2016-08-26 14:00:00,H0136,주식회사 지컴,김윤창,충청남도 천안시 동남구 풍세면 풍세산단1로43-0,88.1371,390680395.0,미분류,,국방부직할,일반경쟁
3087,3,EHA0125,1,4009,***,"4,000G/A 유조차",EHA,일반장비계약팀 (구:19.09.16),2016-08-26 11:00:00,ABE0E,정우정공주식회사,이상완,전북특별자치도 완주군 봉동읍 완주산단7로89-0,88.8728,445500000.0,미분류,,국방부직할,일반경쟁
3089,4,LCF0837,1,27262,***,"간,조준용 등 3항목 제조(생산능력확인,총포)",LCF,육군군수사령부,2016-08-26 11:00:00,2157F,평화정밀,조현배,부산광역시 강서구 미음산단3로120-0 (미음동),87.8521,504740000.0,7종,총포,육군,제한경쟁
3090,3,LCF0836,1,27257,***,우측 덮개 조립체 등 4항목 구매(총포),LCF,육군군수사령부,2016-08-26 11:00:00,FF764,밀레니엄옵틱칼시스템 주식회사,강효정,경기도 파주시 법원읍 삼방리332-8,88.7114,41989700.0,"2종, 7종, 9종","덮개, 조립체, 총포",육군,제한경쟁
3091,2,LCF0832,1,27242,***,조종간 등 17항목 제조(특무),LCF,육군군수사령부,2016-08-26 11:00:00,4498F,삼호정밀,김일천,부산광역시 강서구 평강로217-1 (대저1동),98.6696,124000000.0,미분류,,육군,제한경쟁
3092,2,LCF0830,1,27219,***,트랜지스터 등 25항목 구매(특무),LCF,육군군수사령부,2016-08-26 11:00:00,E6A75,시온테크,박혜성,충청남도 천안시 서북구 백석공단1로10-0 (백석동),97.7811,53445000.0,미분류,,육군,제한경쟁
3093,4,SCF0421,1,27288,***,헌병포제휘장 등 28종,SCF,해군군수사령부,2016-08-26 10:30:00,E1394,성지EMB,이근호,"인천광역시 계양구 봉오대로743번길29, 1동 3층 301호(작전동, 삼보아파트상가)",77.658,42730000.0,10종,휘장,해군,제한경쟁
3107,8,UMM0470,1,27414,***,16-공-비상취사세트 90EA 제조,UMM,국군재정관리단,2016-08-26 10:30:00,BF889,한국케이엔티(주),최해덕,경기도 부천시 오정구 삼작로171번길9 (내동),88.0771,85805800.0,미분류,,기타,제한경쟁
3112,2,LDH0472,2,26222,***,발칸 계전기구매,LDH,육군종합정비창,2016-08-25 11:30:00,GDC4D,에이스산업,이해규,"경상남도 창원시 진해구 안청북로42,상가동 201-2호(용원동,녹산현대아파트)",92.4064,12824200.0,7종,계전기,육군,제한경쟁
3113,2,LDH0494,1,27305,***,K55베어링구매,LDH,육군종합정비창,2016-08-25 11:30:00,G9688,세강상사,신종태,"부산광역시 부산진구 백양관문로10-0 (당감동, 주공아파트 3단지)",98.7885,775000.0,9종,베어링,육군,제한경쟁
3114,2,LCF0826,1,27079,***,"암,조절,차량서스펜션용 1항목 구매(기장)",LCF,육군군수사령부,2016-08-25 11:00:00,D959B,주식회사 종한,이종한,부산광역시 강서구 낙동북로102번길49-0 (강동동),87.9998,29521000.0,7종,차량,육군,제한경쟁
3115,145,UMM0535,1,26283,***,000사업 정보통신장비 설치납품,UMM,국군재정관리단,2016-08-25 11:00:00,2652F,주식회사 머큐리,김종협,인천광역시 서구 가재울로 90(가좌동),83.0,184052350.0,"10종, 7종","사업, 통신장비",기타,일반경쟁
3116,23,UMM0536,1,26276,***,00 징후분석체계 구축,UMM,국군재정관리단,2016-08-25 11:00:00,3188F,대신정보통신 주식회사,이재원,"광주광역시 서구 상무중앙로98, 14층 (치평동)",83.0072,486669370.0,10종,구축,기타,일반경쟁
3117,19,LQP0034,1,27467,***,16-3차 전산운영용품 구매,LQP,제1891부대,2016-08-25 11:00:00,C2C0C,동우씨엠 서청주지사,이귀숙,충청북도 청주시 흥덕구 흥덕로 126(),88.0414,11100800.0,2종,전산,육군,일반경쟁
3118,30,MCS0101,1,27103,***,00테니스장 인조잔디 구매 설치납품,MCS,국방부계룡대근무지원단,2016-08-25 10:30:00,E1317,케이앤비준우(주),하석준,대구광역시 달성군 논공읍 논공로 407(),46.2359,12600000.0,10종,잔디,국방부직할,일반경쟁
3120,11,SFC0141,1,27096,***,잉크(적색) 등 137품목 구매,SFC,제9691부대,2016-08-25 10:30:00,H4FEB,나임상사,연수정,"경기도 이천시 설봉로81-0, 101호(관고동)",79.6817,13176800.0,10종,잉크,해병,제한경쟁
3121,3,SFC0137,2,26678,***,MIMS연동체계 장비 구매,SFC,제9691부대,2016-08-25 10:30:00,GF671,주식회사 지엔정보기술,김연혁,서울특별시 금천구 가마산로96-0 4층 402호(가산동),98.2986,35500000.0,7종,장비,해병,제한경쟁
3122,3,HDK0023,2,25305,***,고강도 콘크리트파일(PHC파일) 구매,HDK,공군제11전투비행단,2016-08-24 15:30:00,A8D04,正岩産業 株式會社,박용철,경상남도 진주시 진성면 진의로 471(),93.573,320577400.0,4종,콘크리트,공군,일반경쟁
3123,8,SCF0124,1,25950,***,항만경비정 주추진기(water jet) 정비,SCF,해군군수사령부,2016-08-24 14:30:00,F6841,우주산업플랜트 주식회사,최창식,경상남도 창원시 의창구 봉강가술로537번길42-0 (대산면),87.7956,313785000.0,9종,정비,해군,일반경쟁
3124,2,EHC0184,1,2091A,***,유압작동유,EHC,급식유류계약팀,2016-08-24 14:00:00,4237F,대성석유화학(주),이종윤,울산광역시 울주군 온산읍 화산1길 62(),88.414,28340000.0,3종,유압작동유,국방부직할,제한경쟁
3125,5,LDH0486,1,26934,***,전자접촉기 등 20종 구매,LDH,육군종합정비창,2016-08-24 11:30:00,C8067,창신기업,김병주,"부산광역시 사상구 괘감로 37, 산업용품유통상가 24-205(괘법동)",88.1081,14286800.0,미분류,,육군,제한경쟁
3126,8,EGG0103,1,3033A,***,소화기(총류) 부품류(구매)A,EGG,유도무기계약팀 (구:19.09.16),2016-08-24 11:00:00,2157F,평화정밀,조현배,부산광역시 강서구 미음산단3로120-0 (미음동),86.1674,227369750.0,9종,부품,국방부직할,일반경쟁
3127,2,UMM0526,2,26581,***,00 기동형 중계소 안테나 구축,UMM,국군재정관리단,2016-08-24 11:00:00,FBA42,주식회사  다임마스타,이광호,"경기도 시흥시 공단2대로190번길13-0 (정왕동, (주)대길상사) 시화공단 2바 401",88.8954,69990000.0,"10종, 7종","구축, 기동",기타,제한경쟁
3128,2,UMM0526,3,26581,***,00 기동형 중계소 안테나 구축,UMM,국군재정관리단,2016-08-24 11:00:00,FBA42,주식회사  다임마스타,이광호,"경기도 시흥시 공단2대로190번길13-0 (정왕동, (주)대길상사) 시화공단 2바 401",88.8954,69990000.0,"10종, 7종","구축, 기동",기타,제한경쟁
3129,139,UMM0534,1,26016,***,2016년 전자식교환기(VolP) 교체사업,UMM,국군재정관리단,2016-08-24 11:00:00,11073,주식회사 제이씨정보통신,주기만,"인천광역시 남동구 선수촌공원로9, 제비동 제1004호(구월동, 구월테크노밸리)",83.4347,209069570.0,10종,사업,기타,일반경쟁
3130,9,UMM0449,2,22592,***,16년 원격정비지원체계 구축사업(리스물건),UMM,국군재정관리단,2016-08-24 11:00:00,A4E88,(주)서진씨엔씨테크,김희환,"경기도 하남시 조정대로150-0 (덕풍동, 아이테코) 508",0.0,709500000.0,"10종, 9종","구축, 정비",기타,협상에의한계약(전자)
3131,2,LCF0823,1,26922,***,"세제, 세탁용 1항목 구매(물자)",LCF,육군군수사령부,2016-08-24 11:00:00,DC705,NH,박화숙,서울특별시 마포구 아현동723,89.3641,8656120.0,2종,세제,육군,제한경쟁
3133,3,SCF0417,2,26360,***,정류기 보조조립체 등 7종,SCF,해군군수사령부,2016-08-24 10:30:00,4759F,서광전자,오복룡,경상남도 창원시 진해구 이동로69번길 12(),76.9635,25688000.0,"7종, 9종","정류기, 조립체",해군,제한경쟁
3138,3,EGC0091,1,8110,***,16-수상함예인정 건조,EGC,함정계약팀 (구:19.09.16),2016-08-23 16:00:00,B3E20,연수중공업(유),이용식,충청남도 서천군 장항읍 장항로258,98.3507,7951547520.0,미분류,,국방부직할,일반경쟁
3140,4,EHB0101,1,0412A,***,TA-512K부품(구매),EHB,통신장비계약팀 (구:19.09.16),2016-08-23 14:00:00,F397B,알티하이텍,박영민,"서울특별시 강동구 구천면로192, 720호(천호동,천호역 한강 푸르지오시티)",89.2975,654400000.0,9종,부품,국방부직할,일반경쟁
3141,9,UMM0537,1,27112,***,생도피복(침구류) 제조납품,UMM,국군재정관리단,2016-08-23 11:00:00,C1931,주식회사 한일시티코리아,김우섭,경기도 안산시 상록구 양지마을1길 11(주)한일시티코리아,88.0023,68556890.0,2종,피복,기타,제한경쟁
