입찰명,발주기관코드,발주기관,카테고리
부대 의약품 25종 구매,MCX,자운대근무지원연대,8종
(17-034) 톤백 등 3품목,HDN,공군제18전투비행단,미분류
레두샤엘보 등 239종 구매,SFH,제9196부대,미분류
부대후생용구(이발기계 등 7종) 구매,MCX,자운대근무지원연대,미분류
"정보통신장비(PC, 모니터) 구매사업",UMM,국군재정관리단,2종
17년 00실 안전훈련센터 영상장비 교체사업,UMM,국군재정관리단,10종
이디밸브 등 12종,SCF,해군군수사령부,4종
99-1대대 17-28차 검문소장비 구매 2차,LKD,제32보병사단,미분류
정통대대 - 파워미터 구매(17-72),HCR,공군제15특수임무비행단,미분류
상검시약 5종 및 치과재료 27종 의료기재 구매,LPM,제9보병사단사령부,미분류
전자 개폐기 등 29종 구매,SCR,해군제3함대사령부,미분류
도서 나미야 잡화점의 기적 등 37품목 구매,SFD,제9227부대,10종
시설자재(동관(L형) 외 54종)구매,MCS,국방부계룡대근무지원단,4종
에어드라이기 사방밸브 구매,LDH,육군종합정비창,4종
슈퍼크립 등 797종,SCF,해군군수사령부,미분류
유타포어 너클정 등 2종 구매,SCL,해군사관학교,미분류
복사용지 등 63품목,SFG,제9181부대,미분류
토너(MLT-D203L) 등 18종 구매,SCP,제8385부대,미분류
복사용지 등 276종,SCG,해군본부,미분류
17-울 자-00호정 외주정비,SCP,제8385부대,미분류
붙박이장 등 9종 제조 설치,SCH,해군작전사령부,미분류
공기청정기 6대 구매,SCH,해군작전사령부,미분류
절연 테이프 등 18종,SCH,해군작전사령부,미분류
스탬프 잉크(수성) 등 324종,SCH,해군작전사령부,미분류
양면 테이프 등 644종,SCH,해군작전사령부,미분류
일반경광봉 등 15종,SCH,해군작전사령부,10종
"밸브,나비형 등 2종",SCF,해군군수사령부,4종
감속기어 1종,SCF,해군군수사령부,미분류
`17-00학교 교육재료(3M보안경 등 83종) 구매,MDQ,국군의무학교,2종
17년 병영도서관 도서구매,LHF,제1607부대,10종
USB허브 등 213종,SCH,해군작전사령부,미분류
"코팅키트,알루미늄용,내식성 등 5종",SCF,해군군수사령부,미분류
17-146 총기보관함 제조  구매,HCM,공군교육사령부,미분류
17-133 군견(비작전견) 사료 구매,HCM,공군교육사령부,미분류
욕실화 등 22종,SCN,제7001부대,미분류
트라디오 볼펜 등 111종 구매,SCR,해군제3함대사령부,미분류
자주포 장치대,EGF,기동화력계약팀 (구:19.09.16),7종
열무김치,EHC,급식유류계약팀,1종
교량가설배 추진장치 구성품,EHA,일반장비계약팀 (구:19.09.16),미분류
김자반,EHC,급식유류계약팀,미분류
열무김치,EHC,급식유류계약팀,1종
열무김치,EHC,급식유류계약팀,1종
열무김치,EHC,급식유류계약팀,1종
열무김치,EHC,급식유류계약팀,1종
열무김치,EHC,급식유류계약팀,1종
열무김치,EHC,급식유류계약팀,1종
열무김치,EHC,급식유류계약팀,1종
00학교 전문도서 구매,MDW,국군간호사관학교,10종
VHF무전기용 마스트류,EHB,통신장비계약팀 (구:19.09.16),2종
스파게티소스,EHC,급식유류계약팀,미분류
스파게티,EHC,급식유류계약팀,미분류
시리얼(쌀맛후레이크),EHC,급식유류계약팀,1종
시리얼(초코맛후레이크),EHC,급식유류계약팀,미분류
시리얼(옥수수맛후레이크),EHC,급식유류계약팀,미분류
감자튀김,EHC,급식유류계약팀,미분류
머스타드소스,EHC,급식유류계약팀,미분류
복합조미료(쇠고기맛),EHC,급식유류계약팀,1종
망고음료,EHC,급식유류계약팀,1종
복숭아음료,EHC,급식유류계약팀,1종
오렌지주스,EHC,급식유류계약팀,1종
깍두기(완제품),EHC,급식유류계약팀,미분류
깍두기(완제품),EHC,급식유류계약팀,미분류
깍두기(완제품),EHC,급식유류계약팀,미분류
깍두기(완제품),EHC,급식유류계약팀,미분류
깍두기(완제품),EHC,급식유류계약팀,미분류
깍두기(완제품),EHC,급식유류계약팀,미분류
깍두기(완제품),EHC,급식유류계약팀,미분류
깍두기(완제품),EHC,급식유류계약팀,미분류
항만경비정 추진기실 침수 손상개소 정비,SCF,해군군수사령부,미분류
K1전차 포수조준경 안정거울유닛 소요자재 구매,LDH,육군종합정비창,7종
후드밸브 등 32종 구매,LDH,육군종합정비창,4종
자주포 유압장치 부품류,EGF,기동화력계약팀 (구:19.09.16),7종
친환경소화기 등 3종 구매 설치,UMM,국군재정관리단,미분류
교육보조기구(항타기) 제조,UMM,국군재정관리단,2종
콘텐츠 관리시스템 등 2종 구매 설치,UMM,국군재정관리단,미분류
생도숙소 비품 제조설치,UMM,국군재정관리단,미분류
전차포 사격장 모래 등 2종 구매,UMM,국군재정관리단,7종
학과가방 등 3종 제조 납품,SFH,제9196부대,미분류
고정형 통신장비 확보,MDI,제7016부대,미분류
2017년 차량오일수거기 등 5품목 구매,MDG,국군의무사령부,미분류
밸브조립체 등 31항목 제조(자주포),LCF,육군군수사령부,4종
"기어,베벨형 등 109항목 제조(총포)",LCF,육군군수사령부,미분류
"스위치, 압력식 등 20항목 구매(기장)",LCF,육군군수사령부,미분류
턴버클 등 70항목 구매(기장),LCF,육군군수사령부,미분류
"상자,부속품 적재용 등 7항목 제조(자주포)",LCF,육군군수사령부,7종
"피벗, 앞 차축용 등 4항목 구매(기장)",LCF,육군군수사령부,9종
풀 트레일러,HCF,공군군수사령부,7종
신형 헬멧부속재(부유대조립체),EHD,물자계약팀,미분류
변환기조립체 및 부품(PHS-32용),EGH,지휘정찰계약팀 (구:19.09.16),9종
고주파 그라인드 등 128항목 구매(물자),LCF,육군군수사령부,미분류
다기능 엔진기기 구매,SFG,제9181부대,9종
가루수도꼭지 등 18종 구매,MCS,국방부계룡대근무지원단,4종
재해예방공사 자재 납품,LHM,제15보병사단,미분류
도기질벽타일 등 14품목,HCC,해군제1수리창,4종
흑색자분 등 12품목,HCC,해군제1수리창,미분류
가스켓 제거제 등 158품목,HCC,해군제1수리창,3종
산소 등 4품목,SFG,제9181부대,3종
000 신호처리 장비 구매,MDS,제3707부대,미분류
정보체계운영용품 구매(4차),LML,제3공병여단,미분류
17년 상용차량 방수포 구매,LHR,육군 제37보병사단,10종
HACCP형 취사장 취사기구 구매,LHR,육군 제37보병사단,2종
계산기 등 79종 구매,SCQ,제9911부대,미분류
배추김치 등 3종,SCN,제7001부대,1종
"렌치,토크용 1종",SCF,해군군수사령부,9종
온도감지기 164EA,SCF,해군군수사령부,미분류
"섬유 로프 조립체, 단일 구간용 1종",SCF,해군군수사령부,2종
"케이블, 전력용 등 13종",SCF,해군군수사령부,4종
"브래킷, 소화기용 등 7종",SCF,해군군수사령부,미분류
잠수함 부두고정식 충방전기 정비,SCF,해군군수사령부,미분류
수도병원 의무장비 구매(뇌내시경),MDD,국군수도병원,미분류
TTC-95K 반도체장치 등 9항목 구매(통신),LCF,육군군수사령부,미분류
양념치킨소스,EHC,급식유류계약팀,미분류
17년 에어호스,EHD,물자계약팀,미분류
"끈,덮개류",EGF,기동화력계약팀 (구:19.09.16),미분류
배추김치(완제품),EHC,급식유류계약팀,1종
배추김치(완제품),EHC,급식유류계약팀,1종
배추김치(완제품),EHC,급식유류계약팀,1종
배추김치(완제품),EHC,급식유류계약팀,1종
배추김치(완제품),EHC,급식유류계약팀,1종
배추김치(완제품),EHC,급식유류계약팀,1종
배추김치(완제품),EHC,급식유류계약팀,1종
배추김치(완제품),EHC,급식유류계약팀,1종
배추김치(완제품),EHC,급식유류계약팀,1종
배추김치(완제품),EHC,급식유류계약팀,1종
배추김치(완제품),EHC,급식유류계약팀,1종
배추김치(완제품),EHC,급식유류계약팀,1종
배추김치(완제품),EHC,급식유류계약팀,1종
배추김치(완제품),EHC,급식유류계약팀,1종
배추김치(완제품),EHC,급식유류계약팀,1종
배추김치(완제품),EHC,급식유류계약팀,1종
17년 인식표,EHD,물자계약팀,미분류
불고기패티2형,EHC,급식유류계약팀,미분류
불고기패티2형,EHC,급식유류계약팀,미분류
불고기패티2형,EHC,급식유류계약팀,미분류
불고기패티2형,EHC,급식유류계약팀,미분류
돈가스,EHC,급식유류계약팀,3종
돈가스,EHC,급식유류계약팀,3종
돈가스,EHC,급식유류계약팀,3종
돈가스,EHC,급식유류계약팀,3종
팝콘형 치킨,EHC,급식유류계약팀,미분류
탕수육,EHC,급식유류계약팀,1종
새우 패티,EHC,급식유류계약팀,1종
새우 패티,EHC,급식유류계약팀,1종
새우 패티,EHC,급식유류계약팀,1종
새우 패티,EHC,급식유류계약팀,1종
깍두기(임가공),EHC,급식유류계약팀,미분류
깍두기(임가공),EHC,급식유류계약팀,미분류
깍두기(임가공),EHC,급식유류계약팀,미분류
깍두기(임가공),EHC,급식유류계약팀,미분류
깍두기(임가공),EHC,급식유류계약팀,미분류
깍두기(임가공),EHC,급식유류계약팀,미분류
깍두기(임가공),EHC,급식유류계약팀,미분류
깍두기(임가공),EHC,급식유류계약팀,미분류
배추김치(완제품),EHC,급식유류계약팀,1종
배추김치(완제품),EHC,급식유류계약팀,1종
배추김치(완제품),EHC,급식유류계약팀,1종
배추김치(완제품),EHC,급식유류계약팀,1종
배추김치(완제품),EHC,급식유류계약팀,1종
배추김치(완제품),EHC,급식유류계약팀,1종
배추김치(완제품),EHC,급식유류계약팀,1종
배추김치(완제품),EHC,급식유류계약팀,1종
구동장치부품류,EGF,기동화력계약팀 (구:19.09.16),9종
"배연기,포강용(구매)",EGF,기동화력계약팀 (구:19.09.16),미분류
박격포 다리부품류,EGF,기동화력계약팀 (구:19.09.16),7종
여과기류,EGF,기동화력계약팀 (구:19.09.16),미분류
17년 태극마크,EHD,물자계약팀,미분류
타르타르소스,EHC,급식유류계약팀,미분류
생선묵(떡볶이용),EHC,급식유류계약팀,1종
생선묵(떡볶이용),EHC,급식유류계약팀,1종
생선묵(떡볶이용),EHC,급식유류계약팀,1종
생선묵(떡볶이용),EHC,급식유류계약팀,1종
생선묵(튀김용),EHC,급식유류계약팀,1종
생선묵(튀김용),EHC,급식유류계약팀,1종
생선묵(튀김용),EHC,급식유류계약팀,1종
생선묵(튀김용),EHC,급식유류계약팀,1종
후춧가루,EHC,급식유류계약팀,미분류
볶은참깨,EHC,급식유류계약팀,미분류
감자전분,EHC,급식유류계약팀,미분류
비빔냉면,EHC,급식유류계약팀,미분류
비빔냉면,EHC,급식유류계약팀,미분류
비빔냉면,EHC,급식유류계약팀,미분류
물냉면,EHC,급식유류계약팀,미분류
물냉면,EHC,급식유류계약팀,미분류
물냉면,EHC,급식유류계약팀,미분류
물냉면,EHC,급식유류계약팀,미분류
MTU 엔진부품(구매),EHA,일반장비계약팀 (구:19.09.16),9종
운고측정장비,EGH,지휘정찰계약팀 (구:19.09.16),미분류
필터류(장갑차),EGF,기동화력계약팀 (구:19.09.16),7종
"플렌지,발전기구동용(K-1전차용)",EGF,기동화력계약팀 (구:19.09.16),7종
수입포등17종구매,LDH,육군종합정비창,미분류
오리콘 나사등27종구매,LDH,육군종합정비창,9종
장력장치류,EGF,기동화력계약팀 (구:19.09.16),미분류
17-이동식 질소생성기 구매,UMM,국군재정관리단,3종
타이어형 지게차(3톤) 구매,UMM,국군재정관리단,9종
물자정비재료(사무비품) 54종 구매,UMM,국군재정관리단,미분류
인쇄재료 7종 구매,UAC,국방출판지원단,2종
17-J-체력단련기구 구매,SEE,제9해병여단,미분류
블루버드 먼지흡입건 등 1295종,SDF,제5738부대,미분류
알곤토체헤드 등 164종 구매,SCR,해군제3함대사령부,미분류
볼펜 등 387종,SCR,해군제3함대사령부,미분류
목장갑 등 223종 구매,SCR,해군제3함대사령부,미분류
이마지지대 등 2항목 구매(특무),LCF,육군군수사령부,미분류
소화기멜빵류,EHD,물자계약팀,1종
호로대,EHA,일반장비계약팀 (구:19.09.16),미분류
BTCS용 케이블조립체 등(B),EGH,지휘정찰계약팀 (구:19.09.16),4종
BTCS용 케이블조립체 등(A),EGH,지휘정찰계약팀 (구:19.09.16),4종
"변압기, 펄스용(GPS-98K용)",EGH,지휘정찰계약팀 (구:19.09.16),미분류
밸브류,EGF,기동화력계약팀 (구:19.09.16),4종
형광펜 등 207종,SCG,해군본부,미분류
멀티탭 접지 등 652종(연평도 납품),SFN,연평부대,미분류
장갑등 256종(연평도 납품),SFN,연평부대,미분류
무선 전동 드라이버 등 90종(연평도),SFN,연평부대,9종
고정식 바벨정리대 등 6종 구매,SFM,제3170부대,미분류
롤백상지 등 617품목 구매,SFD,제9227부대,미분류
엔진오일 등 136품목 구매,SFD,제9227부대,3종
의약품 트라스트 등 87품목 구매,SFD,제9227부대,8종
위장용 알키드 에나멜 숲녹색 등 6품목 구매,SFD,제9227부대,4종
DVD 서가 등 3품목 제조,SFC,제9691부대,미분류
"피복 제조 납품(헌병, 위병, 정비복)",MDR,제9965부대,미분류
하이패스 단말기 구매,MDK,국군수송사령부,미분류
게맛살,EHC,급식유류계약팀,미분류
게맛살,EHC,급식유류계약팀,미분류
자주포 기어류,EGF,기동화력계약팀 (구:19.09.16),7종
RFID 라벨태그등 3종 구매,HCF,공군군수사령부,미분류
소시지2형,EHC,급식유류계약팀,1종
소시지2형,EHC,급식유류계약팀,1종
소시지2형,EHC,급식유류계약팀,1종
소시지2형,EHC,급식유류계약팀,1종
소시지,EHC,급식유류계약팀,1종
소시지,EHC,급식유류계약팀,1종
소시지,EHC,급식유류계약팀,1종
소시지,EHC,급식유류계약팀,1종
햄슬라이스,EHC,급식유류계약팀,1종
햄슬라이스,EHC,급식유류계약팀,1종
햄,EHC,급식유류계약팀,1종
햄,EHC,급식유류계약팀,1종
햄,EHC,급식유류계약팀,1종
미트볼,EHC,급식유류계약팀,미분류
미트볼,EHC,급식유류계약팀,미분류
미트볼,EHC,급식유류계약팀,미분류
미트볼,EHC,급식유류계약팀,미분류
생선가스,EHC,급식유류계약팀,3종
생선가스,EHC,급식유류계약팀,3종
생선가스,EHC,급식유류계약팀,3종
해물비빔소스,EHC,급식유류계약팀,미분류
육고기비빔소스,EHC,급식유류계약팀,미분류
육고기비빔소스,EHC,급식유류계약팀,미분류
비엔나소시지,EHC,급식유류계약팀,1종
핫도그빵,EHC,급식유류계약팀,미분류
핫도그빵,EHC,급식유류계약팀,미분류
핫도그빵,EHC,급식유류계약팀,미분류
핫도그빵,EHC,급식유류계약팀,미분류
햄버거빵(2형),EHC,급식유류계약팀,1종
햄버거빵(2형),EHC,급식유류계약팀,1종
햄버거빵(2형),EHC,급식유류계약팀,1종
햄버거빵(2형),EHC,급식유류계약팀,1종
선택김치류(8지역),EHC,급식유류계약팀,1종
선택김치류(8지역),EHC,급식유류계약팀,1종
선택김치류(8지역),EHC,급식유류계약팀,1종
선택김치류(8지역),EHC,급식유류계약팀,1종
선택김치류(8지역),EHC,급식유류계약팀,1종
선택김치류(7지역),EHC,급식유류계약팀,1종
선택김치류(7지역),EHC,급식유류계약팀,1종
선택김치류(7지역),EHC,급식유류계약팀,1종
선택김치류(7지역),EHC,급식유류계약팀,1종
선택김치류(7지역),EHC,급식유류계약팀,1종
선택김치류(6지역),EHC,급식유류계약팀,1종
선택김치류(6지역),EHC,급식유류계약팀,1종
선택김치류(6지역),EHC,급식유류계약팀,1종
선택김치류(6지역),EHC,급식유류계약팀,1종
선택김치류(5지역),EHC,급식유류계약팀,1종
선택김치류(5지역),EHC,급식유류계약팀,1종
선택김치류(5지역),EHC,급식유류계약팀,1종
선택김치류(5지역),EHC,급식유류계약팀,1종
선택김치류(5지역),EHC,급식유류계약팀,1종
선택김치류(3지역),EHC,급식유류계약팀,1종
선택김치류(3지역),EHC,급식유류계약팀,1종
선택김치류(2지역),EHC,급식유류계약팀,1종
선택김치류(2지역),EHC,급식유류계약팀,1종
선택김치류(2지역),EHC,급식유류계약팀,1종
선택김치류(1지역),EHC,급식유류계약팀,1종
선택김치류(1지역),EHC,급식유류계약팀,1종
선택김치류(1지역),EHC,급식유류계약팀,1종
M장비 배터리(충전식),EHB,통신장비계약팀 (구:19.09.16),9종
"전지,축전식(신형원격무선폭파세트용)",EHB,통신장비계약팀 (구:19.09.16),2종
선택김치류(4지역),EHC,급식유류계약팀,1종
들깨가루,EHC,급식유류계약팀,미분류
조미김(8절형),EHC,급식유류계약팀,미분류
조미김(8절형),EHC,급식유류계약팀,미분류
조미김(8절형),EHC,급식유류계약팀,미분류
조미김(8절형),EHC,급식유류계약팀,미분류
조미김(8절형),EHC,급식유류계약팀,미분류
조미김(8절형),EHC,급식유류계약팀,미분류
조미김(8절형),EHC,급식유류계약팀,미분류
조미김(8절형),EHC,급식유류계약팀,미분류
카레소스,EHC,급식유류계약팀,미분류
카레소스,EHC,급식유류계약팀,미분류
카레소스,EHC,급식유류계약팀,미분류
카레소스,EHC,급식유류계약팀,미분류
자장소스,EHC,급식유류계약팀,미분류
자장소스,EHC,급식유류계약팀,미분류
자장소스,EHC,급식유류계약팀,미분류
고추참치통조림,EHC,급식유류계약팀,미분류
고추참치통조림,EHC,급식유류계약팀,미분류
고추참치통조림,EHC,급식유류계약팀,미분류
선택김치류(4지역),EHC,급식유류계약팀,1종
Lynx 항공기 레이더용 변조기 정비,SCF,해군군수사령부,미분류
함정 화장실/세면장 리모델링 정비,SCF,해군군수사령부,미분류
2분기 전산운영용품 00종 구매,LKT,제1989부대,2종
12차 부대구매(의약품 및 장비운영소모품),LPC,제25보병사단,미분류
17년 병영도서관 도서 구매,LKT,제1989부대,10종
단안형야간투시경 부품(방산),EGH,지휘정찰계약팀 (구:19.09.16),9종
함내지휘통신체계장비 부품,EGH,지휘정찰계약팀 (구:19.09.16),9종
구형전차 부품류,EGF,기동화력계약팀 (구:19.09.16),7종
016-전기용접기등2종,HDL,공군제16전투비행단,9종
사무자동화 비품 구매,UMM,국군재정관리단,미분류
17-초음파 병기세척기 2대 구매설치,UMM,국군재정관리단,미분류
00부대 신축공사 관급자재 IDF 단자함 제조 설치,UMM,국군재정관리단,미분류
00부대 신축공사 관급자재 RACK함 제조 설치,UMM,국군재정관리단,미분류
00지역 행정동 신축공사 방송설비 제조설치,UMM,국군재정관리단,미분류
00지역 행정동 신축공사 통합배선설비 제조설치,UMM,국군재정관리단,미분류
00지역 본청 신축공사 통합배선설비 제조설치,UMM,국군재정관리단,미분류
00지역 본청 신축공사 방송설비 제조설치,UMM,국군재정관리단,미분류
00부대 체육관 신축 관급자재(AV설비) 제조 설치,UMM,국군재정관리단,2종
00부대 체육관 신축 관급자재(무대장치) 제조 설치,UMM,국군재정관리단,2종
17-국방어학원 외국어 교재 구매,UAZ,합동군사대학교,미분류
실버크립 등 297종,SDF,제5738부대,미분류
17-6차 일반의무비품(전기밥솥 등 3건) 구매,MDG,국군의무사령부,10종
17-6차 일반의무비품(순번대기시스템 등 3건) 구매,MDG,국군의무사령부,10종
17-6차 일반의무비품(전기이발기 등 2건) 구매,MDG,국군의무사령부,10종
대량전상자처치 훈련셋 2차 구매,MDG,국군의무사령부,미분류
01정비대대 병영생활관 진공온수보일러 제조설치납품,LNG,육군 제1군단,미분류
식품검사 재료(마그네틱바 등 00종) 구매,LMS,제7789부대,미분류
권총벨트집 등 5종 제조구매,LCG,육군본부,7종
군악 장갑류 제조구매,LCG,육군본부,2종
군악장구류 8종 제조구매,LCG,육군본부,2종
빨간마후라 목티형 5종,HCF,공군군수사령부,미분류
헌병우의 2종,HCF,공군군수사령부,미분류
전투용응급처치키트,EHC,급식유류계약팀,미분류
총각김치,EHC,급식유류계약팀,1종
총각김치,EHC,급식유류계약팀,1종
총각김치,EHC,급식유류계약팀,1종
총각김치,EHC,급식유류계약팀,1종
총각김치,EHC,급식유류계약팀,1종
총각김치,EHC,급식유류계약팀,1종
총각김치,EHC,급식유류계약팀,1종
총각김치,EHC,급식유류계약팀,1종
단무지,EHC,급식유류계약팀,미분류
회로차단기 등 11종,SCF,해군군수사령부,4종
수저세트 등 66종,SCU,해군 기동함대사령부,미분류
전기밥솥 등 2종 구매,SCP,제8385부대,미분류
휴대용서치라이트 등 18종 구매,SCP,제8385부대,미분류
군특수피복장구류(예복계급장(장교)외 54종) 제조납품,MCS,국방부계룡대근무지원단,2종
발굴물자 공병삽 등 19종 구매,MHP,국방부유해발굴감식단,2종
병용도서 244종,SCU,해군 기동함대사령부,10종
함정용 전기국솥 등 2종 구매,SCQ,제9911부대,7종
형광등 등 302종 구매,SCQ,제9911부대,미분류
쇄석자각 등 2종,SCH,해군작전사령부,미분류
회로차단기 등 11종,SCF,해군군수사령부,4종
"아스테이지 1,250롤 구매",UAZ,합동군사대학교,미분류
프린터 토너 등 161종 구매,UAZ,합동군사대학교,2종
온수순환펌프 등 31종,SCN,제7001부대,미분류
세이플러스 점보롤 티슈 등 906종 구매,SCI,제9121부대,미분류
"제본용PVC 등 1,160종 구매",SCI,제9121부대,미분류
"램프, 수은등 4EA",SCF,해군군수사령부,미분류
"날,유압식 절단용 14EA",SCF,해군군수사령부,미분류
트랙슈 패드 400EA,SCF,해군군수사령부,9종
엔진세척기 2EA,SCF,해군군수사령부,9종
브이벨트 등 14종,SCF,해군군수사령부,미분류
중형압력기 1EA,SCF,해군군수사령부,미분류
플라스틱 깔판(팰릿) 구매,HCF,공군군수사령부,미분류
국내 도서류 546종 구매,MCR,국방대학교,10종
분류표기용 라벨 등 463종,SCF,해군군수사령부,미분류
화공 및 방역 약품 구매,MDS,제3707부대,미분류
가스켓류(추진기관용),EGC,함정계약팀 (구:19.09.16),3종
YKK 청동지퍼 등 1229종,SDF,제5738부대,미분류
'17년 정비피복 제조 납품,LHD,제21보병사단,미분류
0000 00 체계 분석 자재 구매,UMM,국군재정관리단,미분류
주전산장비 서버 교체(설치) 사업,UMM,국군재정관리단,2종
17년 공군 디지털 방사선 촬영기 구매,UMM,국군재정관리단,미분류
YKK 청동지퍼 등 1229종,SDF,제5738부대,미분류
2분기 위임 7차 자재구매(면회실 개선공사 등 9건),LHP,제22보병사단,미분류
'17년 정비피복 제조 납품,LHD,제21보병사단,미분류
체력단련장 비료 구매,LCP,육군항공사령부,미분류
'17년 교육보조기구(지뢰발견표지판) 제조,LCG,육군본부,2종
타이어 등 33종 구매,HDG,공군제10전투비행단,9종
조달(수리)요구서(17-073)[부품대]RADAR 시험기 제조,HCQ,공군제5공중기동비행단,9종
장비대대 - 초음파식 탐지기 구매(17-89) (수정1),HCR,공군제15특수임무비행단,미분류
외경나사인서트 팁 등 26종 구매,SCR,해군제3함대사령부,9종
고무장갑 등 281종,SCK,해군교육사령부,미분류
17-084 합판 등 6종,HCL,공군사관학교,4종
"(조달)3훈비 부품보관함 등 5품목(17-108,109)구매",HCS,제3훈련비행단,9종
다이얼게이지 등 279종 구매,SCR,해군제3함대사령부,미분류
국악피복(취타복 외 14종) 제조납품,MCS,국방부계룡대근무지원단,2종
부품정비대대 - 오실로스코프 구매(17-96),HCR,공군제15특수임무비행단,9종
전산운영용품 구매(빔램프 등 64종),LPM,제9보병사단사령부,2종
행사용피복류(육군군악 동 행사복 외 18종) 제조납품,MCS,국방부계룡대근무지원단,2종
ATCIS 운용용품 구매,LNQ,제17보병사단,미분류
실린더라이나 등 37종 구매,SCR,해군제3함대사령부,미분류
(17-0099)위험물 보관함외 2품목,HDM,공군제17전투비행단,미분류
훈련병 명찰 및 계급장 루프테이프 부착 납품,LHC,제1729부대,미분류
제트스트림 등 353종,SCK,해군교육사령부,미분류
후지제록스 디지털 현상제 등 23종,SCK,해군교육사령부,미분류
전동차배터리 등 3종 구매,SCP,제8385부대,9종
`17-00학교 실습재료(진공부목 등 7종) 구매,MDQ,국군의무학교,미분류
의약품 구매(모티리톤 정 등 93종),SFN,연평부대,8종
미세먼지 방지 마스크 구매,SCN,제7001부대,미분류
복사용지 등 431종 구매,SCL,해군사관학교,미분류
스폭시 FD프라이머 등 4품목,HCC,해군제1수리창,미분류
내비게이션 등 3품목 구매,SFC,제9691부대,미분류
"진공펌프 유니트,회전식 1종",SCF,해군군수사령부,미분류
구리양극조립체 등 3종,SCF,해군군수사령부,미분류
화장대 등 9품목 구매,SFD,제9227부대,미분류
00단 풋살경기장 인조잔디 제조설치 납품,LCK,수도방위사령부,미분류
가스오부시 등 115종,SCN,제7001부대,3종
가자미(냉동) 등 50종,SCN,제7001부대,미분류
닭고기 등 18종,SCN,제7001부대,1종
가지 등 126종,SCN,제7001부대,미분류
"전달장치,압력용 등 3종 5점",SCI,제9121부대,미분류
무선방송 해드셋 75EA,SCF,해군군수사령부,미분류
시내 관로 케이블 등 14종,SCF,해군군수사령부,4종
"덮개, 나일론제 등 10종",SCF,해군군수사령부,미분류
00단 풋살경기장 인조잔디 제조설치 납품,LCK,수도방위사령부,미분류
00대 풋살경기장 인조잔디 제조설치 납품,LCK,수도방위사령부,미분류
화학저항페인트,EHC,급식유류계약팀,4종
캐비넷 등 30품목 구매,HCF,공군군수사령부,미분류
2분기 위임보수 자재구매,LQC,제7856부대,4종
2분기 위임보수 자재구매,LQC,제7856부대,4종
3240CFM 콤프레샤 소모품 8종 구매,LDH,육군종합정비창,미분류
조달(수리)요구서(17-147)[수송대]대형 도장부스 제조,HCQ,공군제5공중기동비행단,미분류
17-병사 출타용 가방 제조,UMM,국군재정관리단,미분류
"잠수가방, 동계잠수장갑 제조",UMM,국군재정관리단,미분류
개선식탁 등 2종 제조,UMM,국군재정관리단,미분류
00학교 생도숙소 비품 구매,UMM,국군재정관리단,미분류
레버블록 등 79종,SDF,제5738부대,4종
프린터 잉크 등 67종,SDF,제5738부대,2종
감정재료 구매(포장용 완충제 등 134종),NIT,국방부조사본부,미분류
사진재료 및 롤장비 운영재료 구매,LKS,육군인사사령부,미분류
디지털 인쇄재료 15종 구매,LKS,육군인사사령부,2종
제화류 등 4종 제조구매,LCG,육군본부,미분류
군악 모자류 9종 제조구매,LCG,육군본부,2종
대테러화 등 2종 제조구매,LCG,육군본부,미분류
레펠장갑 등 4종 제조,LCG,육군본부,미분류
피탄방지 방풍안경 등 2종 제조구매,LCG,육군본부,미분류
영상제작장비 구매,LCG,육군본부,10종
굴삭기(궤도형) 구매,HDQ,제20전투비행단,미분류
복지대대 싱크대(17-087),HDF,공군 제8전투비행단,미분류
17년 섬광폭음탄,EGG,유도무기계약팀 (구:19.09.16),미분류
테이프 컷터기 등 163종 구매,SCQ,제9911부대,미분류
전동연필깍이 등 233종,SCG,해군본부,미분류
네임펜 등 48종 구매,SCQ,제9911부대,미분류
그릇 등 22종 구매,SCQ,제9911부대,미분류
17년 25파운드 연습탄,EGG,유도무기계약팀 (구:19.09.16),미분류
17년 25파운드 연습탄,EGG,유도무기계약팀 (구:19.09.16),미분류
일반장비(고소작업대) 구매,UMM,국군재정관리단,7종
자동스텐실기 등 66종 구매,SFM,제3170부대,미분류
밧데리 등 245종 구매,SFM,제3170부대,9종
광케이블 등 169종 구매,SFM,제3170부대,2종
아연밴드 등 151종 구매,SFM,제3170부대,미분류
잡초방제용 부직포 구매,SFM,제3170부대,미분류
코스로프 권치기 등 6품목,SFG,제9181부대,2종
플라이어 등 523품목,SFG,제9181부대,9종
사격장장비 그룹제어기 등 8품목,SFG,제9181부대,미분류
치킨넷(닭망) 구매,SFG,제9181부대,미분류
보호대 등 11품목,SFG,제9181부대,미분류
방독마스크 등 8종,SDQ,해군제2수리창,미분류
DC 전원케이블 등 3항목 구매(통신),LCF,육군군수사령부,4종
풍향풍속계 지지대조립체 등 2항목 제조(통신),LCF,육군군수사령부,미분류
전원공급기 1항목 제조(항공),LCF,육군군수사령부,7종
응급흉부외상패드 1항목 구매(의무),LCF,육군군수사령부,9종
반창고 등 21항목 구매(의무),LCF,육군군수사령부,8종
17년 25파운드 연습탄,EGG,유도무기계약팀 (구:19.09.16),미분류
송풍기(궤도장비용),EGF,기동화력계약팀 (구:19.09.16),미분류
아파트 싱크대 제조 설치납품,MCN,국방부근무지원단,미분류
개인용 특수천막(특전사용),EHD,물자계약팀,2종
